episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
11,41104,-121.4834,-662.3134,3700,0,0,1,0,0.4667,1.828,collision,182.9,-0.012815,0.426151,-0.878684,0.87575,2.945898,1.423949,0.030418,5.874438,0.463662,0.443458,-0.999999,1.0,,,,,,,,,,,,,0,gru
12,44214,92.5773,-620.7433,3110,1,1,0,0,0.2915,1.844,goal,197.7,-0.018339,0.4246,-0.88501,0.871067,2.998263,1.424832,0.072076,5.959307,0.507735,0.430445,-0.286487,1.0,-0.024827,6.780087,2.188853,0.009994,3.804395,1.097612,0.717813,0.000305,,,,,0,gru
13,48034,-142.4443,-537.5528,3820,0,0,1,0,0.441,1.799,collision,215.1,-0.017316,0.434704,-0.878451,0.88265,2.873988,1.423672,0.123903,5.898849,0.466802,0.43965,-0.999999,1.0,,,,,,,,,,,,,0,gru
14,51954,-1152.8021,-581.3661,3920,0,0,1,0,2.0017,1.788,collision,232.9,-0.025268,0.436752,-0.877073,0.865632,2.868435,1.435519,0.076979,5.921579,0.448598,0.459938,-1.0,1.0,,,,,,,,,,,,,0,gru
15,55774,-458.3849,-517.5763,3820,0,0,1,0,0.8887,1.803,collision,250.6,-0.02314,0.435644,-0.872247,0.870053,2.874,1.412704,0.028574,5.928954,0.456216,0.450411,-0.999999,1.0,,,,,,,,,,,,,0,gru
16,59567,-403.3071,-450.7556,3793,0,0,1,0,0.7169,1.809,collision,270.9,-0.014085,0.42722,-0.87576,0.866771,2.873507,1.416729,0.078744,5.825258,0.485505,0.419228,-0.493744,1.0,0.04773,5.208454,2.185457,0.009992,2.972785,1.953798,1.191652,0.000365,,,,,0,gru
17,63461,-389.0636,-385.5852,3894,0,0,1,0,0.8033,1.754,collision,288.7,-0.018925,0.426739,-0.855185,0.888026,2.711863,1.418511,0.044189,5.953675,0.459605,0.446435,-1.0,1.0,,,,,,,,,,,,,0,gru
18,66893,114.2904,-297.572,3432,1,1,0,0,0.2976,1.773,goal,304.2,-0.001688,0.428767,-0.871072,0.874256,2.776214,1.433041,0.021745,5.915772,0.503136,0.428858,-0.206404,1.0,,,,,,,,,,,,,0,gru
19,70701,-338.4625,-317.1222,3808,0,0,1,0,0.7559,1.767,collision,321.2,-0.022257,0.42803,-0.881958,0.87908,2.759711,1.423735,0.062869,5.901604,0.462107,0.443986,-1.0,1.0,,,,,,,,,,,,,0,gru
20,74604,-185.8758,-298.4956,3903,0,0,1,0,0.5627,1.765,collision,336.4,-0.017068,0.42796,-0.864867,0.871894,2.740045,1.410576,0.0519,5.830874,0.465348,0.441655,-0.999999,1.0,-0.024443,4.625048,2.177041,0.009989,2.366799,0.744399,1.260843,0.000425,,,,,0,gru
21,78265,-1135.3346,-399.8807,3661,0,0,1,0,2.2048,1.753,collision,348.8,-0.008234,0.423366,-0.877872,0.86972,2.676311,1.40699,0.029786,5.817802,0.44561,0.462516,-1.0,1.0,,,,,,,,,,,,,0,gru
22,82173,-343.4594,-443.4844,3908,0,0,1,0,0.6459,1.749,collision,362.1,-0.003941,0.426174,-0.877905,0.87628,2.690881,1.430366,0.062304,5.896626,0.48376,0.421802,-0.352668,1.0,,,,,,,,,,,,,0,gru
23,86173,-1083.5354,-537.5935,4000,0,0,0,1,1.9056,1.752,max_steps,375.7,-0.015403,0.427242,-0.88485,0.873365,2.694261,1.419273,0.044379,5.853295,0.462188,0.46408,-1.0,1.005528,,,,,,,,,,,,,0,gru
24,90173,-1158.4789,-538.1612,4000,0,0,0,1,2.0707,1.738,max_steps,391.1,0.008913,0.429349,-0.893109,0.867398,2.671442,1.42575,0.048343,5.92551,0.453961,0.468254,-1.0,1.0,0.012389,2.55168,2.178831,0.009987,1.091812,0.729436,1.322183,0.000485,,,,,0,gru
25,94173,-771.5806,-569.4807,4000,0,0,0,1,1.2821,1.745,max_steps,404.7,-0.050867,0.427672,-0.876114,0.878309,2.679538,1.423642,0.065187,5.965975,0.479021,0.448184,-1.0,1.004329,,,,,,,,,,,,,0,gru
26,98173,-342.8475,-563.4348,4000,0,0,0,1,0.7867,1.74,max_steps,418.3,-0.031504,0.429519,-0.871646,0.864726,2.66787,1.419581,0.064626,5.851199,0.464025,0.444193,-1.0,1.000661,,,,,,,,,,,,,0,gru
27,102133,-272.6028,-551.7887,3960,0,0,1,0,0.6599,1.76,collision,431.6,-0.032158,0.427064,-0.890503,0.88207,2.710101,1.417502,0.060177,5.891064,0.466163,0.440836,-1.0,1.0,,,,,,,,,,,,,0,gru
28,106133,-839.9602,-647.2138,4000,0,0,0,1,1.3733,1.747,max_steps,447.1,-0.041924,0.433864,-0.874001,0.879735,2.72196,1.413516,0.069235,5.918469,0.467795,0.453616,-1.0,1.0,0.00677,2.411005,2.175439,0.009984,0.776578,0.841019,0.955663,0.0005,,,,,0,gru
29,110133,-427.3238,-656.0999,4000,0,0,0,1,0.9119,1.743,max_steps,460.6,-0.042472,0.430904,-0.884864,0.87651,2.679483,1.400262,0.034429,5.877492,0.47578,0.442915,-1.0,1.0,,,,,,,,,,,,,0,gru
30,114133,-572.6324,-694.7756,4000,0,0,0,1,1.0823,1.744,max_steps,474.1,-0.042054,0.424044,-0.880981,0.8609,2.667908,1.411241,0.062631,5.941266,0.467204,0.44658,-1.0,1.0,,,,,,,,,,,,,0,gru
31,118133,-958.9515,-677.1373,4000,0,0,0,1,1.572,1.742,max_steps,487.5,-0.043142,0.435101,-0.865713,0.887501,2.708745,1.424175,0.064392,5.840658,0.471516,0.458484,-1.0,1.0,,,,,,,,,,,,,0,gru
32,122133,-684.2177,-711.2131,4000,0,0,0,1,1.2001,1.741,max_steps,503.1,-0.041167,0.43303,-0.877171,0.872364,2.712005,1.434896,0.053009,5.886667,0.467668,0.449597,-1.0,1.0,0.007475,2.135454,2.177253,0.009982,0.607858,1.07721,0.817314,0.0005,,,,,0,gru
33,125494,127.0561,-590.1539,3361,1,1,0,0,0.2979,1.763,goal,514.4,-0.020986,0.42857,-0.870725,0.872596,2.730187,1.416141,0.093422,5.919522,0.4968,0.439795,-0.930399,1.0,,,,,,,,,,,,,0,gru
34,129494,-335.9058,-507.8966,4000,0,0,0,1,0.3316,1.757,max_steps,527.9,-0.047869,0.426107,-0.889237,0.877143,2.714805,1.415936,0.102921,5.869251,0.504347,0.415792,-0.491522,1.0,,,,,,,,,,,,,0,gru
35,132921,73.5388,-423.3847,3427,1,1,0,0,0.2974,1.76,goal,539.4,-0.012342,0.427998,-0.873834,0.871648,2.737806,1.428935,0.048184,5.901267,0.497004,0.442707,-0.77712,1.005664,,,,,,,,,,,,,0,gru
36,136804,-151.5503,-404.255,3883,0,0,1,0,0.5268,1.761,collision,554.2,-0.020188,0.431786,-0.875796,0.871764,2.741065,1.421555,0.047195,5.899441,0.457467,0.447036,-0.999999,1.0,-0.03152,4.143125,2.174852,0.00998,1.601607,0.370726,0.765483,0.0005,,,,,0,gru
37,140590,-13.7955,-378.3742,3786,1,1,0,0,0.2924,1.739,goal,567.0,-0.048267,0.430779,-0.883367,0.848827,2.716825,1.439087,0.045849,5.941483,0.509854,0.417935,-0.503296,1.0,,,,,,,,,,,,,0,gru
38,144590,-354.3803,-329.8162,4000,0,0,0,1,0.5004,1.738,max_steps,580.5,-0.038874,0.425382,-0.859218,0.870696,2.671946,1.421535,0.04488,5.869605,0.496155,0.414641,-0.445741,1.0,,,,,,,,,,,,,0,gru
39,148043,40.3796,-283.0459,3453,1,1,0,0,0.2981,1.742,goal,592.1,-0.025701,0.434791,-0.869814,0.882476,2.720379,1.436728,0.03603,5.90664,0.509145,0.430399,-0.321753,1.000554,,,,,,,,,,,,,0,gru
40,152043,-1049.5902,-330.7417,4000,0,0,0,1,1.7975,1.781,max_steps,607.5,-0.020453,0.433551,-0.878113,0.878511,2.810427,1.443567,0.040941,5.933489,0.454803,0.464782,-1.0,1.0,-0.032536,4.2646,2.181465,0.009977,1.437835,0.340561,0.954921,0.0005,,,,,0,gru
41,156043,-1164.2734,-351.2739,4000,0,0,0,1,2.0558,1.816,max_steps,621.0,0.009732,0.432909,-0.874878,0.881005,2.938765,1.446624,0.091906,5.927629,0.438953,0.466997,-1.0,1.0,,,,,,,,,,,,,0,gru
42,159957,-377.4089,-320.593,3914,0,0,1,0,0.8179,1.746,collision,634.2,-0.010442,0.435377,-0.87192,0.885419,2.743518,1.438174,0.070274,5.910953,0.450994,0.455527,-1.0,1.0,,,,,,,,,,,,,0,gru
43,163521,88.3321,-324.4654,3564,1,1,0,0,0.2996,1.742,goal,646.1,-0.025692,0.426417,-0.881965,0.858984,2.728004,1.453365,0.053223,5.918792,0.507615,0.42282,-0.347809,1.0,,,,,,,,,,,,,0,gru
44,166961,19.7749,-288.8973,3440,1,1,0,0,0.2788,1.752,goal,659.6,-0.018903,0.433233,-0.870693,0.880864,2.731541,1.438151,0.092648,5.864139,0.502104,0.437008,-0.697023,1.009639,-0.033477,3.973783,2.186809,0.009975,1.242835,0.399671,0.913897,0.0005,,,,,0,gru
45,170961,-1179.4474,-414.1959,4000,0,0,0,1,2.1401,1.836,max_steps,673.0,0.005246,0.430056,-0.881034,0.888747,3.021628,1.439382,0.06571,5.946919,0.443373,0.464577,-1.0,1.00883,,,,,,,,,,,,,0,gru
46,174961,-1186.1353,-517.6544,4000,0,0,0,1,2.1481,1.832,max_steps,686.5,0.005338,0.43177,-0.870039,0.871482,3.014584,1.438538,0.040081,5.890548,0.432801,0.464167,-1.0,1.0,,,,,,,,,,,,,0,gru
47,178961,-909.3844,-607.2133,4000,0,0,0,1,1.477,1.774,max_steps,700.0,-0.004163,0.429303,-0.866541,0.882222,2.789087,1.436459,0.049329,5.935861,0.454461,0.462432,-1.0,1.0,,,,,,,,,,,,,0,gru
48,182868,-639.4005,-635.7154,3907,0,0,1,0,1.1404,1.752,collision,715.3,-0.011513,0.433566,-0.878215,0.872562,2.764872,1.456301,0.061407,5.883398,0.448202,0.457102,-1.0,1.0,0.011637,2.463119,2.188279,0.009972,0.766824,0.870251,1.53526,0.0005,,,,,0,gru
49,186028,-1030.7862,-742.8319,3160,0,0,1,0,2.447,1.88,collision,726.0,-0.007287,0.428521,-0.876376,0.888233,3.194098,1.439569,0.12621,5.907855,0.442901,0.462971,-1.0,1.0,,,,,,,,,,,,,0,gru
50,190028,-668.6023,-704.7332,4000,0,0,0,1,1.0207,1.758,max_steps,739.5,-0.018132,0.434818,-0.870221,0.873571,2.786342,1.44475,0.024169,5.946088,0.494784,0.420163,-0.581326,1.010092,,,,,,,,,,,,,0,gru
51,194026,-923.4541,-680.6512,3998,0,0,1,0,1.4406,1.797,collision,752.9,-0.024038,0.426263,-0.863308,0.867351,2.86307,1.448222,0.072969,5.901915,0.45124,0.458968,-1.0,1.0,,,,,,,,,,,,,0,gru
52,196719,-993.0712,-742.2175,2693,0,0,1,0,2.8324,1.881,collision,763.8,-0.021738,0.431765,-0.869729,0.87545,3.225483,1.439418,0.038271,5.921923,0.44416,0.462161,-1.0,1.008857,0.03278,2.157684,2.186103,0.00997,0.552359,0.832541,0.887308,0.0005,,,,,0,gru
53,200115,-1075.1635,-858.567,3396,0,0,1,0,2.3213,1.847,collision,775.3,-0.027186,0.427243,-0.877682,0.874546,3.059057,1.442914,0.128208,5.943743,0.448163,0.460956,-1.0,1.002756,,,,,,,,,,,,,0,gru
54,204009,-149.5704,-875.5015,3894,0,0,1,0,0.3406,1.764,collision,788.5,-0.026684,0.437004,-0.878623,0.890097,2.783739,1.436318,0.028495,5.872531,0.488241,0.414129,-0.498918,1.0,,,,,,,,,,,,,0,gru
55,207911,-129.7273,-770.5295,3902,0,0,1,0,0.4848,1.784,collision,801.7,-0.027201,0.425712,-0.877654,0.881463,2.808109,1.438803,0.02327,5.916399,0.470411,0.435894,-0.999999,1.0,,,,,,,,,,,,,0,gru
56,211804,-215.9962,-673.5156,3893,0,0,1,0,0.6279,1.781,collision,816.7,-0.02817,0.42737,-0.886454,0.875474,2.807408,1.436456,0.050357,5.937919,0.463381,0.443756,-1.0,1.0,0.019372,2.718699,2.190462,0.009968,0.719343,0.775023,0.945047,0.0005,,,,,0,gru
57,215783,-185.1929,-601.0965,3979,0,0,1,0,0.3146,1.772,collision,830.0,-0.035201,0.431738,-0.884107,0.876746,2.809346,1.444657,0.062062,5.894681,0.490123,0.413291,-0.481027,1.0,,,,,,,,,,,,,0,gru
58,218307,-979.2914,-635.0856,2524,0,0,1,0,2.975,1.874,collision,838.4,-0.024242,0.425751,-0.874695,0.856633,3.119812,1.427621,0.069808,5.941215,0.438769,0.463894,-1.0,1.0,,,,,,,,,,,,,0,gru
59,222140,-149.1381,-546.9208,3833,0,0,1,0,0.5008,1.792,collision,851.4,-0.020576,0.428488,-0.886354,0.883908,2.82644,1.418225,0.074067,5.894783,0.464395,0.442014,-1.0,1.0,,,,,,,,,,,,,0,gru
60,226050,-429.2652,-522.987,3910,0,0,1,0,0.679,1.79,collision,866.3,-0.029955,0.433609,-0.866494,0.885035,2.82406,1.421018,0.073333,5.922195,0.487683,0.414932,-0.51072,1.0,0.026275,3.225063,2.19454,0.009965,0.985305,0.648558,0.770981,0.0005,,,,,0,gru
61,229891,-451.3694,-475.7786,3841,0,0,1,0,0.9049,1.789,collision,879.3,-0.012501,0.425829,-0.88843,0.886721,2.812677,1.437369,0.108488,5.848687,0.454017,0.453821,-1.0,1.0,,,,,,,,,,,,,0,gru
62,233735,-276.1865,-404.0901,3844,0,0,1,0,0.7133,1.786,collision,892.1,-0.023055,0.432265,-0.882322,0.888029,2.839925,1.430878,0.05828,5.937884,0.463981,0.442,-1.0,1.0,,,,,,,,,,,,,0,gru
63,236535,-1025.0229,-399.076,2800,0,0,1,0,2.8184,1.853,collision,901.6,0.003628,0.425791,-0.873556,0.88012,3.055063,1.443228,0.081915,5.915164,0.441111,0.463469,-1.0,1.012074,,,,,,,,,,,,,0,gru
64,239328,-1035.0816,-487.6272,2793,0,0,1,0,2.8516,1.815,collision,912.7,-0.003056,0.436107,-0.869048,0.877064,2.955677,1.42484,0.072731,5.849102,0.450414,0.452504,-0.737679,1.0,0.020416,2.400972,2.187336,0.009963,0.620938,0.645399,0.841872,0.0005,,,,,0,gru
65,243328,-1010.14,-575.6684,4000,0,0,0,1,1.7224,1.807,max_steps,926.2,-0.020518,0.433281,-0.883095,0.868986,2.911242,1.44331,0.048462,5.960334,0.459575,0.458907,-1.0,1.0,,,,,,,,,,,,,0,gru
66,247328,-963.8619,-650.455,4000,0,0,0,1,1.6043,1.817,max_steps,939.7,-0.021198,0.429277,-0.878955,0.882521,2.884546,1.41367,0.047705,5.873383,0.456619,0.460178,-1.0,1.0,,,,,,,,,,,,,0,gru
67,250024,-1017.4999,-733.6857,2696,0,0,1,0,2.918,1.843,collision,948.8,-0.00018,0.430535,-0.885712,0.866824,3.026316,1.415236,0.070831,5.939699,0.440144,0.463171,-1.0,1.0,,,,,,,,,,,,,0,gru
68,254024,-1132.7488,-749.0314,4000,0,0,0,1,2.0139,1.781,max_steps,964.1,-0.011997,0.438378,-0.87868,0.881937,2.860847,1.451189,0.06839,5.942057,0.487761,0.432084,-0.626152,1.0,0.024081,2.129106,2.197954,0.00996,0.418539,0.699314,0.660662,0.0005,,,,,0,gru
69,258024,-729.68,-807.0856,4000,0,0,0,1,1.1406,1.779,max_steps,977.5,0.012635,0.429511,-0.87227,0.877334,2.785906,1.420765,0.086366,5.896763,0.449186,0.466071,-1.0,1.011463,,,,,,,,,,,,,0,gru
70,261352,-1109.8054,-875.1396,3328,0,0,1,0,2.525,1.84,collision,988.9,0.028726,0.430651,-0.877759,0.882365,3.048546,1.44292,0.094671,5.926663,0.43028,0.462104,-0.999272,1.0,,,,,,,,,,,,,0,gru
71,264132,-1012.7681,-931.2795,2780,0,0,1,0,2.8045,1.84,collision,998.2,0.012568,0.424578,-0.868491,0.873527,2.931089,1.404484,0.075081,5.850833,0.452211,0.452847,-0.73596,1.0,,,,,,,,,,,,,0,gru
72,268132,-918.0258,-995.4634,4000,0,0,0,1,1.4269,1.788,max_steps,1013.7,0.008187,0.435673,-0.887176,0.881542,2.82071,1.417371,0.068747,5.935552,0.447556,0.467632,-1.0,1.0,0.023649,1.976868,2.183112,0.009958,0.429481,0.840761,0.587758,0.0005,,,,,0,gru
73,271962,-364.842,-929.4453,3830,0,0,1,0,0.6799,1.795,collision,1026.4,-0.001452,0.429939,-0.884116,0.881141,2.866801,1.431333,0.072482,5.928269,0.448835,0.458803,-0.999998,1.0,,,,,,,,,,,,,0,gru
74,275388,120.8066,-813.8565,3426,1,1,0,0,0.2988,1.793,goal,1038.1,-0.013411,0.427973,-0.882659,0.864875,2.800433,1.394409,0.058342,5.970012,0.50455,0.423702,-0.340821,1.0,,,,,,,,,,,,,0,gru
75,279201,-207.4947,-733.592,3813,0,0,1,0,0.5455,1.797,collision,1050.9,-0.000156,0.430145,-0.88821,0.879217,2.840228,1.423136,0.047418,5.899815,0.454514,0.452937,-0.999999,1.0,,,,,,,,,,,,,0,gru
76,283201,-1036.9777,-740.9036,4000,0,0,0,1,1.7997,1.789,max_steps,1066.2,0.003044,0.432521,-0.882188,0.877205,2.82985,1.433601,0.076837,5.921673,0.489228,0.43458,-0.574123,1.004471,-0.027173,3.141542,2.1817,0.009956,0.966956,0.37425,0.656764,0.0005,,,,,0,gru
77,287142,-446.9773,-683.8513,3941,0,0,1,0,0.7147,1.803,collision,1079.5,0.019906,0.430453,-0.863253,0.871378,2.868686,1.42849,0.036258,5.90918,0.445272,0.464342,-1.0,1.006659,,,,,,,,,,,,,0,gru
78,291142,-721.2239,-642.6988,4000,0,0,0,1,1.1408,1.794,max_steps,1092.9,0.032436,0.429437,-0.875918,0.877982,2.847126,1.418342,0.100605,5.891463,0.441857,0.467441,-1.0,1.0,,,,,,,,,,,,,0,gru
79,294854,-1125.2479,-682.2556,3712,0,0,1,0,2.1519,1.838,collision,1105.3,0.021246,0.427093,-0.896025,0.875909,2.977132,1.421504,0.025625,5.906973,0.463431,0.444819,-0.570787,1.0,,,,,,,,,,,,,0,gru
80,298227,-1069.2909,-678.2042,3373,0,0,1,0,2.3174,1.823,collision,1118.8,0.027122,0.427101,-0.858807,0.887421,2.924765,1.429414,0.060107,5.901791,0.463265,0.444194,-0.623076,1.0,0.016795,2.137548,2.186452,0.009953,0.397709,0.639221,0.517986,0.0005,,,,,0,gru
81,301500,38.7655,-573.0508,3273,1,1,0,0,0.284,1.809,goal,1129.8,-0.005402,0.426913,-0.884642,0.876715,2.852616,1.401951,0.033801,5.889792,0.502366,0.436966,-0.464973,1.007354,,,,,,,,,,,,,0,gru
82,304157,-982.4328,-579.4915,2657,0,0,1,0,2.8492,1.847,collision,1138.8,0.026298,0.429071,-0.885092,0.884087,3.070454,1.429015,0.140901,5.903198,0.449257,0.454256,-0.782127,1.0,,,,,,,,,,,,,0,gru
83,307950,-272.7322,-570.2805,3793,0,0,1,0,0.6686,1.802,collision,1151.6,0.014324,0.432144,-0.872423,0.872717,2.875453,1.416965,0.028041,5.969252,0.474637,0.430801,-0.566819,1.0,,,,,,,,,,,,,0,gru
84,311950,-1146.3225,-696.9934,4000,0,0,0,1,2.0578,1.838,max_steps,1167.0,0.018505,0.42648,-0.869453,0.881132,2.979045,1.423702,0.068385,5.889624,0.444801,0.466999,-1.0,1.0,-0.026159,3.000579,2.188186,0.009951,0.837116,0.314769,0.812929,0.0005,,,,,0,gru
85,315950,-1011.6396,-777.4079,4000,0,0,0,1,1.6979,1.797,max_steps,1180.5,0.037353,0.429709,-0.859028,0.879214,2.8395,1.420984,0.088793,5.874409,0.479547,0.442651,-0.54249,1.003863,,,,,,,,,,,,,0,gru
86,319762,-73.7455,-681.0847,3812,0,0,1,0,0.3255,1.778,collision,1193.3,0.010558,0.435037,-0.873299,0.868312,2.818625,1.439072,0.022638,5.968901,0.47048,0.435392,-0.651772,1.0,,,,,,,,,,,,,0,gru
87,323549,-212.4895,-657.6359,3787,0,0,1,0,0.5905,1.776,collision,1206.2,0.015937,0.434767,-0.869209,0.87793,2.853057,1.451641,0.065157,5.951801,0.475514,0.42932,-0.503224,1.0,,,,,,,,,,,,,0,gru
88,327549,-377.2943,-623.243,4000,0,0,0,1,0.5705,1.791,max_steps,1221.6,0.017263,0.430503,-0.872523,0.870269,2.824099,1.416192,0.080886,5.935278,0.451725,0.463493,-0.999999,1.008838,0.014701,2.613008,2.193497,0.009948,0.56645,0.704471,0.519378,0.0005,,,,,0,gru
89,331278,-277.4182,-538.46,3729,0,0,1,0,0.6549,1.808,collision,1234.3,0.012546,0.428134,-0.87919,0.878636,2.909135,1.445923,0.108507,5.922018,0.477497,0.426565,-0.550561,1.0,,,,,,,,,,,,,0,gru
90,334985,-123.8108,-443.912,3707,0,0,1,0,0.4526,1.806,collision,1246.8,-0.001793,0.431168,-0.880092,0.88282,2.899053,1.428955,0.063799,5.952795,0.456066,0.449313,-0.999999,1.0,,,,,,,,,,,,,0,gru
91,338782,-375.3566,-485.3242,3797,0,0,1,0,0.7244,1.799,collision,1259.5,0.020204,0.433132,-0.862601,0.878065,2.900702,1.451906,0.082956,5.864537,0.443887,0.462163,-1.0,1.0,,,,,,,,,,,,,0,gru
92,342689,-128.5425,-399.9352,3907,0,0,1,0,0.4171,1.785,collision,1274.5,-0.011221,0.436958,-0.878285,0.86843,2.885167,1.443855,0.084761,5.917878,0.460922,0.446346,-0.999999,1.009973,0.019709,2.617759,2.193913,0.009946,0.499216,0.676455,0.479985,0.0005,,,,,0,gru
93,346366,-86.5121,-381.3132,3677,0,0,1,0,0.3918,1.826,collision,1286.8,0.004883,0.427325,-0.875707,0.886341,2.924181,1.417152,0.080095,5.926272,0.475105,0.429192,-0.640539,1.0,,,,,,,,,,,,,0,gru
94,350093,-228.3824,-289.5192,3727,0,0,1,0,0.5289,1.815,collision,1299.3,0.011322,0.429887,-0.881447,0.87911,2.916028,1.411624,0.072462,5.901662,0.477934,0.427615,-0.540186,1.0,,,,,,,,,,,,,0,gru
95,352821,-985.4784,-286.903,2728,0,0,1,0,2.7675,1.848,collision,1308.4,0.037671,0.433485,-0.881744,0.881329,3.025428,1.419735,0.04792,5.924069,0.451423,0.454515,-0.854564,1.0,,,,,,,,,,,,,0,gru
96,355479,-1017.1173,-381.2402,2658,0,0,1,0,2.9719,1.855,collision,1319.0,0.003022,0.430122,-0.876803,0.870618,3.061288,1.417753,0.10099,5.940142,0.440866,0.463495,-1.0,1.008364,0.024393,2.470367,2.195538,0.009944,0.533243,0.729876,0.623665,0.0005,,,,,0,gru
97,359333,-1095.7139,-469.5627,3854,0,0,1,0,1.9334,1.841,collision,1332.0,0.030917,0.431604,-0.870458,0.880792,3.038128,1.443958,0.105966,5.886044,0.464183,0.443759,-0.613956,1.0,,,,,,,,,,,,,0,gru
98,363172,-335.3817,-465.3714,3839,0,0,1,0,0.6909,1.813,collision,1344.8,0.008595,0.432675,-0.891765,0.886597,2.971787,1.449936,0.080087,5.878024,0.447553,0.460008,-0.999999,1.0,,,,,,,,,,,,,0,gru
99,365910,-990.7074,-536.7003,2738,0,0,1,0,2.742,1.836,collision,1354.0,0.035819,0.436258,-0.879168,0.885462,3.071177,1.445041,0.0434,5.864289,0.446355,0.457438,-0.841932,1.0,,,,,,,,,,,,,0,gru
100,369641,-40.6134,-528.3806,3731,0,0,1,0,0.3639,1.819,collision,1368.5,-0.013139,0.430709,-0.881396,0.871764,2.893335,1.407749,0.085374,5.889166,0.460764,0.443593,-0.999999,1.0,0.016876,2.754246,2.190008,0.009941,0.559524,0.788455,0.751339,0.0005,,,,,0,gru
101,373641,-1040.4946,-594.8944,4000,0,0,0,1,1.7721,1.848,max_steps,1382.0,-0.001845,0.437038,-0.874377,0.88577,3.069375,1.419875,0.12588,5.958915,0.446107,0.467916,-1.0,1.000033,,,,,,,,,,,,,0,gru
102,377392,-178.3764,-599.8778,3751,0,0,1,0,0.5266,1.833,collision,1394.7,-0.011738,0.431747,-0.871545,0.889312,2.963314,1.410221,0.07129,5.907858,0.459586,0.446184,-1.0,1.0,,,,,,,,,,,,,0,gru
103,381217,-520.0495,-643.2315,3825,0,0,1,0,1.0009,1.828,collision,1407.6,-0.008493,0.425712,-0.874157,0.871794,2.938093,1.425923,0.079035,5.943033,0.455452,0.453668,-1.0,1.002959,,,,,,,,,,,,,0,gru
