global_step,episode,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,recurrent_cell
15426,4,-0.178237,6.682611,2.186164,0.009999,3.820619,0.083987,0.492412,0.000185,,,,,gru
15426,4,-0.087304,6.007695,2.205485,0.009999,3.547428,0.055856,0.401997,0.000185,,,,,gru
15426,4,-0.105416,6.170736,2.175293,0.009999,3.57408,0.135737,0.407056,0.000185,,,,,gru
15426,4,0.21615,5.369382,2.180654,0.009999,3.163239,0.103237,0.252893,0.000185,,,,,gru
15426,4,0.00663,6.293937,2.165294,0.009999,3.632696,0.0922,0.40763,0.000185,,,,,gru
15426,4,0.057072,5.61913,2.210952,0.009999,3.290067,0.192227,0.376216,0.000185,,,,,gru
15426,4,-0.295775,7.013588,2.212637,0.009999,4.087895,0.101801,0.481168,0.000185,,,,,gru
15426,4,-0.080005,6.06366,2.186622,0.009999,3.405368,0.074241,0.436105,0.000185,,,,,gru
15426,4,0.070318,5.922823,2.190542,0.009999,3.439309,0.185386,0.355102,0.000185,,,,,gru
15426,4,-0.106761,5.789943,2.20123,0.009999,3.388307,0.091034,0.464684,0.000185,,,,,gru
15426,4,0.065405,6.468479,2.16131,0.009999,3.662172,0.121603,0.317424,0.000185,,,,,gru
15426,4,-0.125254,6.393378,2.199907,0.009999,3.617662,0.083116,0.456968,0.000185,,,,,gru
15426,4,-0.064232,6.453567,2.179369,0.009999,3.839622,0.131818,0.326773,0.000185,,,,,gru
15426,4,0.020886,5.841486,2.204864,0.009999,3.395364,0.121094,0.380842,0.000185,,,,,gru
15426,4,-0.187799,6.522647,2.219168,0.009999,3.891364,0.09984,0.400667,0.000185,,,,,gru
15426,4,0.078499,5.351061,2.213105,0.009999,3.189086,0.190249,0.339265,0.000185,,,,,gru
15426,4,-0.021134,5.531137,2.220418,0.009999,3.232899,0.173746,0.454284,0.000185,,,,,gru
15426,4,0.071253,5.532823,2.157205,0.009999,3.209298,0.144714,0.40506,0.000185,,,,,gru
15426,4,0.190841,5.697956,2.201655,0.009999,3.330278,0.189832,0.347176,0.000185,,,,,gru
15426,4,0.106385,4.211115,2.173939,0.009999,2.548101,0.159445,0.461893,0.000185,,,,,gru
15426,4,0.076864,5.931952,2.230976,0.009999,3.191695,0.127207,0.375674,0.000185,,,,,gru
15426,4,0.039239,6.057775,2.194936,0.009999,3.493961,0.172617,0.406546,0.000185,,,,,gru
15426,4,0.16607,5.897946,2.213028,0.009999,3.503105,0.130441,0.300341,0.000185,,,,,gru
15426,4,0.072784,5.057814,2.17951,0.009999,2.98092,0.105762,0.453736,0.000185,,,,,gru
15426,4,0.227752,5.20563,2.226247,0.009999,3.058675,0.289142,0.295311,0.000185,,,,,gru
15426,4,0.003663,6.295994,2.206639,0.009999,3.653748,0.101308,0.430995,0.000185,,,,,gru
15426,4,-0.053111,5.389081,2.183182,0.009999,3.140058,0.25361,0.554979,0.000185,,,,,gru
15426,4,0.165445,5.826291,2.191254,0.009999,3.362738,0.16262,0.430816,0.000185,,,,,gru
15426,4,-0.001479,7.143926,2.190015,0.009999,4.000607,0.39745,0.44808,0.000185,,,,,gru
15426,4,-0.043013,5.775916,2.245929,0.009999,3.325913,0.157152,0.575529,0.000185,,,,,gru
15426,4,0.446969,6.023687,2.198899,0.009999,3.485154,1.065352,0.149169,0.000185,,,,,gru
15426,4,-0.065763,5.217906,2.141983,0.009999,3.05348,0.318952,0.581202,0.000185,,,,,gru
15426,4,-0.013579,4.550637,2.198252,0.009999,2.709214,0.085361,0.721306,0.000185,,,,,gru
15426,4,-0.111269,5.116164,2.19224,0.009999,2.958076,0.312602,0.766569,0.000185,,,,,gru
15426,4,0.112861,4.547604,2.181427,0.009999,2.695791,0.411793,0.46224,0.000185,,,,,gru
15426,4,-0.230038,8.226083,2.184345,0.009999,4.740362,0.792896,0.651511,0.000185,,,,,gru
15426,4,0.10267,4.33714,2.207591,0.009999,2.561938,0.396642,0.623658,0.000185,,,,,gru
15426,4,0.18533,4.36396,2.207323,0.009999,2.585845,0.158606,0.564348,0.000185,,,,,gru
15426,4,0.164396,4.635368,2.183172,0.009999,2.76415,0.401407,0.369945,0.000185,,,,,gru
15426,4,0.030562,4.95793,2.180886,0.009999,2.913303,0.182299,0.66353,0.000185,,,,,gru
