global_step,episode,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,recurrent_cell
47610,12,-1.235372,0.912538,2.36612,,0.933636,0.06572,1.884119,0.0005,0.0001,0.489108,-2.832485,0.011834,gru
51610,13,-1.233586,0.818477,2.349106,,0.88517,0.073659,1.857854,0.0005,0.0001,0.488618,-2.824289,0.012276,gru
51610,13,-1.242507,0.888913,2.357408,,0.918794,0.106628,1.846324,0.0005,0.0001,0.488129,-2.83419,0.012712,gru
55610,14,-1.249224,0.908714,2.356138,,0.929224,0.079086,1.860207,0.0005,0.0001,0.487641,-2.837242,0.013146,gru
55610,14,-1.252336,0.791091,2.348637,,0.86966,0.068091,1.860157,0.0005,0.0001,0.487153,-2.835818,0.013576,gru
59610,15,-1.255923,0.984062,2.347375,,0.968159,0.035146,1.862031,0.0005,0.0001,0.486665,-2.838865,0.014004,gru
59610,15,-1.267875,0.821109,2.357242,,0.88197,0.098217,1.84284,0.0005,0.0001,0.486178,-2.849923,0.01443,gru
63610,16,-1.266321,0.832496,2.338414,,0.888448,0.055868,1.856648,0.0005,0.0001,0.485692,-2.840307,0.014854,gru
63610,16,-1.285933,0.830297,2.360567,,0.887103,0.074885,1.909555,0.0005,0.0001,0.485206,-2.860248,0.015277,gru
67610,17,-1.289181,0.733936,2.361787,,0.835325,0.094117,1.876783,0.0005,0.0001,0.48472,-2.865095,0.015699,gru
67610,17,-1.296261,0.778334,2.358401,,0.85903,0.065585,1.894685,0.0005,0.0001,0.484235,-2.86661,0.01612,gru
71503,18,-1.307461,0.756993,2.359672,,0.84757,0.043838,1.91381,0.0005,0.0001,0.48375,-2.871496,0.016542,gru
71503,18,-1.312432,0.694438,2.356185,,0.811661,0.072258,1.865917,0.0005,0.0001,0.483266,-2.872928,0.016965,gru
75503,19,-1.324889,0.758934,2.363893,,0.846666,0.026802,1.903433,0.0005,0.0001,0.482782,-2.882496,0.01739,gru
75503,19,-1.335201,0.670983,2.359845,,0.797831,0.066871,1.890673,0.0005,0.0001,0.482299,-2.883518,0.017817,gru
79024,20,-1.334553,0.65509,2.350306,,0.787346,0.086836,1.879572,0.0005,0.0001,0.481816,-2.880528,0.018246,gru
79024,20,-1.346313,0.588452,2.343552,,0.749656,0.059942,1.821512,0.0005,0.0001,0.481334,-2.879553,0.018678,gru
82539,21,-1.362968,0.628204,2.360308,,0.772894,0.034337,1.910048,0.0005,0.0001,0.480852,-2.895753,0.019113,gru
82539,21,-1.369497,0.585719,2.351411,,0.745153,0.055955,1.870518,0.0005,0.0001,0.480371,-2.893204,0.019552,gru
86539,22,-1.382242,0.574205,2.359595,,0.739047,0.076413,1.889616,0.0005,0.0001,0.47989,-2.903161,0.019993,gru
86539,22,-1.397584,0.590247,2.360168,,0.745458,0.040562,1.904373,0.0005,0.0001,0.47941,-2.907546,0.02044,gru
90539,23,-1.40548,0.538161,2.353798,,0.715638,0.0782,1.910304,0.0005,0.0001,0.47893,-2.906828,0.020889,gru
90539,23,-1.423142,0.531822,2.357306,,0.708953,0.045593,1.891007,0.0005,0.0001,0.478451,-2.91337,0.021343,gru
94539,24,-1.433481,0.513376,2.354057,,0.698263,0.137772,1.913308,0.0005,0.0001,0.477972,-2.914937,0.021803,gru
94539,24,-1.448889,0.503217,2.353478,,0.688682,0.069401,1.921416,0.0005,0.0001,0.477494,-2.918468,0.022267,gru
98539,25,-1.468557,0.448138,2.361145,,0.654028,0.081216,1.8505,0.0005,0.0001,0.477016,-2.928094,0.022737,gru
98539,25,-1.479813,0.47219,2.340995,,0.665683,0.046105,1.928535,0.0005,0.0001,0.476539,-2.917145,0.023214,gru
102539,26,-1.497807,0.392842,2.343777,,0.611184,0.074001,1.825506,0.0005,0.0001,0.476062,-2.923152,0.023696,gru
102539,26,-1.522447,0.420841,2.350474,,0.624855,0.111816,1.940779,0.0005,0.0001,0.475586,-2.932069,0.024185,gru
106539,27,-1.551558,0.386231,2.362972,,0.604683,0.06108,1.917764,0.0005,0.0001,0.47511,-2.945311,0.02468,gru
106539,27,-1.566947,0.344573,2.336021,,0.571216,0.071975,1.865853,0.0005,0.0001,0.474635,-2.92922,0.02518,gru
110539,28,-1.593686,0.305909,2.349547,,0.536289,0.041478,1.787276,0.0005,0.0001,0.474161,-2.943237,0.025687,gru
110539,28,-1.616732,0.304206,2.341263,,0.530083,0.049948,1.817957,0.0005,0.0001,0.473687,-2.941007,0.026203,gru
114539,29,-1.656488,0.291259,2.36404,,0.523838,0.033864,1.86005,0.0005,0.0001,0.473213,-2.961968,0.026725,gru
114539,29,-1.685144,0.266638,2.361339,,0.493517,0.075801,1.836994,0.0005,0.0001,0.47274,-2.963912,0.027253,gru
118151,30,-1.715384,0.199413,2.348728,,0.432149,0.062529,1.653932,0.0005,0.0001,0.472267,-2.958428,0.027788,gru
118151,30,-1.750353,0.268142,2.352905,,0.464659,0.026239,1.692647,0.0005,0.0001,0.471795,-2.965512,0.02833,gru
122151,31,-1.783497,0.162293,2.344782,,0.390731,0.038886,1.594372,0.0005,0.0001,0.471323,-2.963366,0.028879,gru
122151,31,-1.826233,0.121657,2.329133,,0.336016,0.072729,1.380432,0.0005,0.0001,0.470852,-2.95554,0.029434,gru
125625,32,-1.869394,0.920612,2.348311,,0.728904,0.058092,1.413223,0.0005,0.0001,0.470381,-2.973914,0.029995,gru
125625,32,-1.923135,0.093129,2.351096,,0.284602,0.01692,1.21004,0.0005,0.0001,0.469911,-2.979962,0.030561,gru
129084,33,-1.974174,0.130963,2.351313,,0.265867,0.058275,0.955994,0.0005,0.0001,0.469442,-2.984076,0.031129,gru
129084,33,-2.029328,0.053864,2.346193,,0.202069,0.079368,0.714458,0.0005,0.0001,0.468973,-2.984156,0.031688,gru
132742,34,-2.092965,0.042089,2.34651,,0.164522,0.028239,0.451847,0.0005,0.0001,0.468504,-2.988341,0.032214,gru
132742,34,-2.156399,0.101696,2.345049,,0.203155,0.066087,0.448168,0.0005,0.0001,0.468036,-2.991179,0.032711,gru
136742,35,-2.215324,1.219007,2.339104,,0.738796,0.041932,0.36195,0.0005,0.0001,0.467568,-2.990609,0.0331,gru
136742,35,-2.272178,0.078157,2.339324,,0.171802,0.047649,0.882613,0.0005,0.0001,0.467101,-2.994714,0.033274,gru
140742,36,-2.311325,0.1037,2.348827,,0.201117,0.021523,1.154003,0.0005,0.0001,0.466635,-3.005884,0.03325,gru
140742,36,-2.32871,0.061627,2.357106,,0.202986,0.041574,1.124561,0.0005,0.0001,0.466168,-3.01614,0.033063,gru
144742,37,-2.325381,0.117312,2.341638,,0.237705,0.043766,1.242374,0.0005,0.0001,0.465703,-3.008291,0.032743,gru
144742,37,-2.314267,0.069058,2.355195,,0.23061,0.073526,1.0346,0.0005,0.0001,0.465237,-3.02259,0.032318,gru
148742,38,-2.300551,0.056264,2.33926,,0.216371,0.098393,1.274888,0.0005,0.0001,0.464773,-3.01435,0.031805,gru
148742,38,-2.273369,0.116452,2.363861,,0.2314,0.062239,0.885085,0.0005,0.0001,0.464308,-3.037138,0.031236,gru
152032,39,-2.246366,0.053291,2.354628,,0.211481,0.046477,1.021961,0.0005,0.0001,0.463844,-3.034017,0.030617,gru
152032,39,-2.219864,0.042641,2.3391,,0.189786,0.079804,0.97687,0.0005,0.0001,0.463381,-3.026043,0.029961,gru
156032,40,-2.173205,0.919057,2.336238,,0.620503,0.019379,0.753251,0.0005,0.0001,0.462918,-3.027779,0.029293,gru
156032,40,-2.142794,0.039302,2.339313,,0.158047,0.048006,0.317671,0.0005,0.0001,0.462456,-3.034081,0.028659,gru
159710,41,-2.127292,0.045927,2.357311,,0.162843,0.043442,0.360923,0.0005,0.0001,0.461993,-3.051898,0.028106,gru
159710,41,-2.104378,0.032615,2.356444,,0.131319,0.064687,0.129473,0.0005,0.0001,0.461532,-3.055184,0.027598,gru
163710,42,-2.100181,0.036046,2.364195,,0.135896,0.046825,0.364047,0.0005,0.0001,0.461071,-3.065133,0.027155,gru
163710,42,-2.080989,0.028162,2.351389,,0.121539,0.030655,0.28566,0.0005,0.0001,0.46061,-3.059182,0.026765,gru
167710,43,-2.068522,0.098937,2.347549,,0.150244,0.02039,0.292903,0.0005,0.0001,0.460149,-3.060158,0.026421,gru
167710,43,-2.07302,0.03074,2.357775,,0.130116,0.053113,0.485254,0.0005,0.0001,0.459689,-3.072042,0.026132,gru
170716,44,-2.068796,0.036543,2.356734,,0.137547,0.082653,0.495488,0.0005,0.0001,0.45923,-3.075192,0.025895,gru
170716,44,-2.074152,0.03567,2.371446,,0.137729,0.052834,0.45917,0.0005,0.0001,0.45877,-3.090599,0.025701,gru
174716,45,-2.072354,0.043374,2.361151,,0.161674,0.091719,0.73738,0.0005,0.0001,0.458311,-3.086551,0.025568,gru
174716,45,-2.077818,0.029285,2.33958,,0.129729,0.073692,0.446141,0.0005,0.0001,0.457853,-3.073687,0.025464,gru
178716,46,-2.092441,0.039431,2.331378,,0.14716,0.067071,0.558645,0.0005,0.0001,0.457395,-3.071221,0.025398,gru
178716,46,-2.110862,0.035135,2.364367,,0.138279,0.094186,0.386864,0.0005,0.0001,0.456938,-3.100958,0.025352,gru
182716,47,-2.134839,0.029416,2.37539,,0.127016,0.084504,0.274117,0.0005,0.0001,0.456481,-3.113557,0.025315,gru
182716,47,-2.153176,0.022125,2.390368,,0.116098,0.118531,0.153571,0.0005,0.0001,0.456024,-3.129282,0.02527,gru
186716,48,-2.157415,0.034203,2.363992,,0.139908,0.070388,0.210475,0.0005,0.0001,0.455567,-3.112569,0.025229,gru
186716,48,-2.172719,0.042776,2.332507,,0.146823,0.055774,0.160343,0.0005,0.0001,0.455111,-3.091786,0.025186,gru
190716,49,-2.186219,0.029357,2.33248,,0.129959,0.053728,0.125316,0.0005,0.0001,0.454656,-3.095703,0.025124,gru
190716,49,-2.196183,0.024898,2.333524,,0.119834,0.050797,0.276668,0.0005,0.0001,0.454201,-3.100461,0.025024,gru
194264,50,-2.208839,0.083995,2.32436,,0.161766,0.085479,0.320533,0.0005,0.0001,0.453747,-3.097164,0.024888,gru
194264,50,-2.214401,0.153931,2.320025,,0.196147,0.162458,0.385322,0.0005,0.0001,0.453294,-3.097661,0.024713,gru
197964,51,-2.210037,0.108314,2.322809,,0.167539,0.117963,0.489488,0.0005,0.0001,0.452842,-3.103781,0.024492,gru
197964,51,-2.201896,0.027606,2.32618,,0.130276,0.076302,0.290523,0.0005,0.0001,0.45239,-3.110367,0.024249,gru
201964,52,-2.208546,0.01763,2.355065,,0.111773,0.058934,0.447982,0.0005,0.0001,0.451939,-3.137198,0.023972,gru
201964,52,-2.19923,0.033554,2.356501,,0.141638,0.032685,0.091006,0.0005,0.0001,0.451488,-3.142287,0.023705,gru
205672,53,-2.196337,0.020899,2.3624,,0.115042,0.036448,0.271369,0.0005,0.0001,0.451037,-3.15093,0.023425,gru
205672,53,-2.177999,0.026218,2.348634,,0.121948,0.074814,0.117452,0.0005,0.0001,0.450586,-3.143929,0.023153,gru
209672,54,-2.173819,1.210154,2.33744,,0.710187,0.076909,0.113785,0.0005,0.0001,0.450136,-3.13895,0.022903,gru
209672,54,-2.173943,0.020657,2.33955,,0.107113,0.094482,0.084794,0.0005,0.0001,0.449687,-3.144568,0.022664,gru
213672,55,-2.171199,0.024683,2.355434,,0.110841,0.051288,0.20783,0.0005,0.0001,0.449238,-3.161198,0.022452,gru
213672,55,-2.169744,0.025436,2.352513,,0.110883,0.053575,0.087872,0.0005,0.0001,0.448789,-3.162812,0.022252,gru
217191,56,-2.174736,0.016947,2.350629,,0.094124,0.052822,0.115704,0.0005,0.0001,0.448341,-3.165253,0.022065,gru
217191,56,-2.17414,0.019874,2.356057,,0.100311,0.020434,0.198106,0.0005,0.0001,0.447893,-3.173555,0.021901,gru
221191,57,-2.178849,0.030077,2.370685,,0.121559,0.112574,0.285815,0.0005,0.0001,0.447445,-3.189259,0.021768,gru
221191,57,-2.182662,0.018566,2.354414,,0.101903,0.02695,0.229154,0.0005,0.0001,0.446998,-3.180145,0.021655,gru
225191,58,-2.189411,0.032829,2.352516,,0.13029,0.075412,0.45699,0.0005,0.0001,0.446551,-3.182572,0.021584,gru
225191,58,-2.199079,0.021799,2.352743,,0.105799,0.023881,0.14806,0.0005,0.0001,0.446104,-3.186709,0.02152,gru
229191,59,-2.208272,0.019044,2.35638,,0.100027,0.062859,0.063391,0.0005,0.0001,0.445658,-3.193598,0.021447,gru
229191,59,-2.20481,0.020712,2.359288,,0.095897,0.064068,0.109079,0.0005,0.0001,0.445213,-3.199907,0.021358,gru
233191,60,-2.214947,0.110131,2.361936,,0.153229,0.07736,0.10233,0.0005,0.0001,0.444767,-3.206011,0.02126,gru
233191,60,-2.230174,0.014268,2.36064,,0.092548,0.05848,0.142204,0.0005,0.0001,0.444322,-3.208926,0.021143,gru
237191,61,-2.223999,0.131612,2.358564,,0.158837,0.089371,0.159757,0.0005,0.0001,0.443878,-3.211207,0.021008,gru
237191,61,-2.23416,0.022186,2.352914,,0.108038,0.05079,0.131383,0.0005,0.0001,0.443434,-3.210581,0.02086,gru
240680,62,-2.236615,1.209029,2.355625,,0.706582,0.075488,0.051397,0.0005,0.0001,0.44299,-3.216743,0.020722,gru
240680,62,-2.235587,0.016987,2.364203,,0.097559,0.078368,0.139206,0.0005,0.0001,0.442547,-3.227687,0.020568,gru
243626,63,-2.235287,0.035365,2.35638,,0.129412,0.036219,0.191318,0.0005,0.0001,0.442104,-3.225279,0.02044,gru
243626,63,-2.246167,0.015804,2.368753,,0.09424,0.083622,0.037665,0.0005,0.0001,0.441661,-3.23934,0.02031,gru
247626,64,-2.245477,1.226259,2.362448,,0.708861,0.039709,0.062143,0.0005,0.0001,0.441219,-3.238162,0.020173,gru
247626,64,-2.248688,1.23565,2.363349,,0.724638,0.056055,0.090323,0.0005,0.0001,0.440777,-3.242868,0.020046,gru
251430,65,-2.241701,0.024124,2.351399,,0.115149,0.082418,0.067047,0.0005,0.0001,0.440336,-3.237049,0.01992,gru
251430,65,-2.247823,0.01587,2.350582,,0.093971,0.100071,0.12698,0.0005,0.0001,0.439895,-3.240337,0.01978,gru
255430,66,-2.248805,0.022495,2.345042,,0.105683,0.099011,0.040909,0.0005,0.0001,0.439455,-3.239744,0.01964,gru
255430,66,-2.252014,0.022467,2.344118,,0.106187,0.125964,0.03877,0.0005,0.0001,0.439015,-3.242934,0.019503,gru
259430,67,-2.248631,0.028136,2.349353,,0.122066,0.093847,0.136659,0.0005,0.0001,0.438576,-3.251191,0.019383,gru
259430,67,-2.248243,0.015703,2.361963,,0.091559,0.056989,0.128878,0.0005,0.0001,0.438137,-3.265537,0.019248,gru
263430,68,-2.243379,0.017569,2.340676,,0.095706,0.095017,0.047371,0.0005,0.0001,0.437699,-3.251937,0.019109,gru
263430,68,-2.246455,0.01909,2.353803,,0.099137,0.051808,0.046469,0.0005,0.0001,0.437261,-3.266726,0.018978,gru
266356,69,-2.255317,0.026506,2.350607,,0.114986,0.048389,0.202864,0.0005,0.0001,0.436824,-3.268039,0.018875,gru
266356,69,-2.255854,0.019021,2.350873,,0.095507,0.074554,0.067164,0.0005,0.0001,0.436387,-3.272212,0.018762,gru
269748,70,-2.259236,0.019651,2.357632,,0.097161,0.05416,0.048142,0.0005,0.0001,0.435951,-3.28177,0.018654,gru
269748,70,-2.264642,0.038326,2.346983,,0.137254,0.054792,0.471373,0.0005,0.0001,0.435515,-3.276889,0.018605,gru
273665,71,-2.271823,0.021751,2.357819,,0.102023,0.038367,0.047397,0.0005,0.0001,0.435079,-3.289845,0.018547,gru
273665,71,-2.276385,0.106276,2.353579,,0.139863,0.067167,0.100179,0.0005,0.0001,0.434644,-3.290276,0.018471,gru
277123,72,-2.28186,0.135319,2.36017,,0.166064,0.072705,0.047811,0.0005,0.0001,0.434209,-3.299724,0.018391,gru
277123,72,-2.280928,0.07536,2.343969,,0.133662,0.06466,0.036458,0.0005,0.0001,0.433775,-3.290171,0.018313,gru
280889,73,-2.295928,0.036809,2.364252,,0.115202,0.087081,0.035603,0.0005,0.0001,0.433341,-3.311058,0.01823,gru
280889,73,-2.292054,0.0217,2.351932,,0.106994,0.031991,0.080678,0.0005,0.0001,0.432908,-3.304723,0.018136,gru
283885,74,-2.291871,0.023079,2.347645,,0.106886,0.05448,0.081622,0.0005,0.0001,0.432475,-3.305089,0.018033,gru
283885,74,-2.290022,0.016839,2.363976,,0.096894,0.101309,0.2612,0.0005,0.0001,0.432042,-3.322728,0.017896,gru
287620,75,-2.294774,1.198873,2.375908,,0.68429,0.030191,0.046164,0.0005,0.0001,0.43161,-3.336709,0.017762,gru
287620,75,-2.293126,0.018958,2.359618,,0.098329,0.040946,0.061627,0.0005,0.0001,0.431178,-3.327002,0.017625,gru
291234,76,-2.288726,0.026641,2.356634,,0.108456,0.03643,0.200393,0.0005,0.0001,0.430746,-3.328457,0.01752,gru
291234,76,-2.277151,0.022244,2.34942,,0.095141,0.080298,0.13012,0.0005,0.0001,0.430315,-3.326343,0.017436,gru
295079,77,-2.297953,0.020516,2.348609,,0.09421,0.05659,0.144964,0.0005,0.0001,0.429885,-3.329613,0.01737,gru
295079,77,-2.300292,0.814248,2.366146,,0.489271,0.060111,0.048372,0.0005,0.0001,0.429455,-3.348372,0.017295,gru
298700,78,-2.30481,0.013593,2.361722,,0.08038,0.071751,0.041698,0.0005,0.0001,0.429025,-3.348603,0.017215,gru
298700,78,-2.306581,0.019018,2.364905,,0.092055,0.043609,0.045756,0.0005,0.0001,0.428595,-3.355263,0.01714,gru
302700,79,-2.299242,0.027117,2.349739,,0.107833,0.042206,0.15665,0.0005,0.0001,0.428166,-3.346386,0.017088,gru
302700,79,-2.314136,0.013779,2.351744,,0.082884,0.095389,0.067931,0.0005,0.0001,0.427738,-3.352041,0.017023,gru
306293,80,-2.317616,0.020001,2.368107,,0.090947,0.051945,0.074488,0.0005,0.0001,0.42731,-3.369894,0.016947,gru
306293,80,-2.317703,0.020341,2.361962,,0.098427,0.033315,0.111212,0.0005,0.0001,0.426882,-3.368644,0.016886,gru
310293,81,-2.31863,0.026353,2.354044,,0.110278,0.084502,0.249281,0.0005,0.0001,0.426455,-3.365872,0.01686,gru
310293,81,-2.345187,0.023217,2.376064,,0.104167,0.061406,0.187515,0.0005,0.0001,0.426028,-3.388598,0.016854,gru
313931,82,-2.336476,0.013783,2.351908,,0.087475,0.058385,0.031853,0.0005,0.0001,0.425601,-3.371971,0.016835,gru
313931,82,-2.3379,0.017944,2.350967,,0.092396,0.068067,0.157835,0.0005,0.0001,0.425175,-3.375125,0.016784,gru
317931,83,-2.342534,0.015671,2.357296,,0.087813,0.043001,0.222548,0.0005,0.0001,0.424749,-3.384495,0.016694,gru
317931,83,-2.350121,0.024675,2.371069,,0.104511,0.090243,0.103938,0.0005,0.0001,0.424324,-3.400252,0.016591,gru
321931,84,-2.340564,0.804694,2.346798,,0.492615,0.088328,0.046309,0.0005,0.0001,0.423899,-3.383424,0.016496,gru
321931,84,-2.359808,0.074915,2.372511,,0.133937,0.039652,0.187324,0.0005,0.0001,0.423475,-3.409444,0.016436,gru
325931,85,-2.364538,0.024333,2.379112,,0.107811,0.073653,0.187709,0.0005,0.0001,0.423051,-3.419096,0.016404,gru
325931,85,-2.364607,0.016764,2.369573,,0.089027,0.124639,0.049436,0.0005,0.0001,0.422627,-3.414879,0.016362,gru
329678,86,-2.358976,0.023132,2.355012,,0.104323,0.045287,0.084118,0.0005,0.0001,0.422203,-3.406316,0.01633,gru
329678,86,-2.359144,0.020497,2.334689,,0.100827,0.061338,0.035663,0.0005,0.0001,0.421781,-3.392756,0.016294,gru
333678,87,-2.380314,0.021975,2.371484,,0.104566,0.069644,0.088749,0.0005,0.0001,0.421358,-3.428462,0.016268,gru
333678,87,-2.368363,0.021138,2.350546,,0.100146,0.098069,0.059317,0.0005,0.0001,0.420937,-3.414345,0.016235,gru
337247,88,-2.370923,0.012423,2.35336,,0.082945,0.047394,0.246182,0.0005,0.0001,0.420515,-3.420736,0.01616,gru
337247,88,-2.376343,0.074895,2.356864,,0.129217,0.022984,0.027633,0.0005,0.0001,0.420094,-3.427731,0.016089,gru
340844,89,-2.372734,0.017408,2.352266,,0.08873,0.051704,0.05878,0.0005,0.0001,0.419674,-3.427707,0.016013,gru
340844,89,-2.369479,0.011655,2.352288,,0.078803,0.016501,0.145146,0.0005,0.0001,0.419254,-3.431682,0.015914,gru
344844,90,-2.360026,0.014492,2.356648,,0.079161,0.068821,0.093442,0.0005,0.0001,0.418834,-3.43943,0.015805,gru
344844,90,-2.365497,0.032596,2.356797,,0.113883,0.036969,0.401339,0.0005,0.0001,0.418415,-3.443521,0.015766,gru
348844,91,-2.374256,0.026783,2.355154,,0.110327,0.05611,0.381046,0.0005,0.0001,0.417997,-3.446051,0.015785,gru
348844,91,-2.387442,0.019507,2.340083,,0.095929,0.08765,0.218074,0.0005,0.0001,0.417578,-3.436864,0.015831,gru
352423,92,-2.401341,0.020757,2.357955,,0.095763,0.050495,0.083341,0.0005,0.0001,0.417161,-3.456414,0.015881,gru
352423,92,-2.409092,0.01188,2.37171,,0.077915,0.0666,0.16967,0.0005,0.0001,0.416743,-3.4724,0.015893,gru
356423,93,-2.408784,0.015097,2.352273,,0.085413,0.066518,0.117096,0.0005,0.0001,0.416326,-3.459364,0.01588,gru
356423,93,-2.415732,0.018626,2.356069,,0.097585,0.039249,0.053536,0.0005,0.0001,0.41591,-3.466647,0.015857,gru
360423,94,-2.423547,0.026521,2.360198,,0.110042,0.077558,0.136032,0.0005,0.0001,0.415494,-3.47423,0.015856,gru
360423,94,-2.416406,0.013688,2.348796,,0.082455,0.055661,0.246414,0.0005,0.0001,0.415078,-3.468179,0.015809,gru
364073,95,-2.41406,0.016524,2.361106,,0.089631,0.029154,0.121545,0.0005,0.0001,0.414663,-3.482956,0.015743,gru
364073,95,-2.423167,0.016525,2.363079,,0.086651,0.10302,0.060265,0.0005,0.0001,0.414248,-3.488657,0.015669,gru
367927,96,-2.406826,0.813294,2.345818,,0.494718,0.028054,0.135572,0.0005,0.0001,0.413833,-3.477413,0.015618,gru
367927,96,-2.418318,0.01779,2.363111,,0.091005,0.06979,0.03129,0.0005,0.0001,0.413419,-3.49662,0.015573,gru
371927,97,-2.423706,1.212125,2.364531,,0.682827,0.038563,0.028732,0.0005,0.0001,0.413006,-3.501841,0.01553,gru
371927,97,-2.413782,0.013977,2.364273,,0.074677,0.082314,0.025133,0.0005,0.0001,0.412592,-3.505582,0.015489,gru
375927,98,-2.405641,0.01223,2.355237,,0.074998,0.05119,0.020581,0.0005,0.0001,0.412179,-3.501553,0.015446,gru
375927,98,-2.421375,0.017996,2.363435,,0.085321,0.046256,0.145653,0.0005,0.0001,0.411767,-3.512778,0.015426,gru
379927,99,-2.420156,0.012242,2.357205,,0.076768,0.082219,0.098648,0.0005,0.0001,0.411355,-3.511219,0.015416,gru
379927,99,-2.436297,0.015642,2.350687,,0.083239,0.063909,0.141557,0.0005,0.0001,0.410943,-3.509392,0.015427,gru
383927,100,-2.436671,0.020065,2.366412,,0.089783,0.060072,0.121402,0.0005,0.0001,0.410532,-3.527331,0.015452,gru
383927,100,-2.460089,0.023088,2.363594,,0.099023,0.080106,0.271663,0.0005,0.0001,0.410121,-3.528794,0.015514,gru
387610,101,-2.474002,0.093289,2.369197,,0.136132,0.082271,0.130426,0.0005,0.0001,0.40971,-3.537758,0.01559,gru
387610,101,-2.474908,0.078205,2.350158,,0.131675,0.024211,0.15731,0.0005,0.0001,0.4093,-3.524746,0.015633,gru
391610,102,-2.479013,0.016834,2.346727,,0.092542,0.059568,0.22478,0.0005,0.0001,0.408891,-3.525636,0.015629,gru
391610,102,-2.490923,0.018401,2.362763,,0.098598,0.043214,0.064794,0.0005,0.0001,0.408481,-3.543928,0.015613,gru
395007,103,-2.494641,0.074202,2.358249,,0.133025,0.095961,0.026219,0.0005,0.0001,0.408073,-3.543855,0.015601,gru
395007,103,-2.490455,0.02568,2.369177,,0.113158,0.022935,0.215489,0.0005,0.0001,0.407664,-3.557613,0.01563,gru
398016,104,-2.509623,0.025162,2.356939,,0.108623,0.055455,0.077462,0.0005,0.0001,0.407256,-3.550607,0.015667,gru
398016,104,-2.488838,0.011914,2.359371,,0.080113,0.023274,0.391623,0.0005,0.0001,0.406848,-3.556755,0.015624,gru
401643,105,-2.494986,0.021307,2.357736,,0.099292,0.0422,0.027552,0.0005,0.0001,0.406441,-3.55925,0.015586,gru
401643,105,-2.504363,0.023333,2.3587,,0.10804,0.074145,0.144089,0.0005,0.0001,0.406034,-3.564081,0.015575,gru
405315,106,-2.494113,0.026657,2.355292,,0.107362,0.052206,0.264786,0.0005,0.0001,0.405628,-3.564973,0.015611,gru
