episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
23,90539,-597.1281,-525.9406,4000,0,0,0,1,1.5752,1.625,max_steps,296.6,-0.002084,0.528645,-0.895475,0.895473,3.098323,1.765021,0.023955,5.985698,0.469815,0.466959,-1.0,1.0,-1.414311,0.534992,2.355552,,0.712296,0.061897,1.900656,0.0005,0.0001,0.478691,-2.910099,0.021116,5661,gru
24,94539,-147.8416,-525.1031,4000,0,0,0,1,0.7065,1.624,max_steps,310.7,-0.011041,0.535543,-0.898544,0.893453,3.184334,1.767609,0.006528,5.993836,0.475255,0.441577,-0.999998,1.0,-1.441185,0.508296,2.353767,,0.693473,0.103586,1.917362,0.0005,0.0001,0.477733,-2.916703,0.022035,5911,gru
25,98539,-734.5165,-580.2079,4000,0,0,0,1,2.3192,1.63,max_steps,324.6,0.010649,0.532659,-0.896175,0.895362,3.152006,1.767131,0.0167,5.985188,0.472123,0.441124,-0.716938,1.0,-1.474185,0.460164,2.35107,,0.659855,0.06366,1.889518,0.0005,0.0001,0.476777,-2.92262,0.022975,6161,gru
26,102539,-199.7539,-537.3727,4000,0,0,0,1,0.6103,1.636,max_steps,338.4,-0.006277,0.528231,-0.895215,0.89699,3.169339,1.770583,0.012065,5.988171,0.503253,0.420619,-0.431,1.005742,-1.510127,0.406841,2.347126,,0.618019,0.092909,1.883142,0.0005,0.0001,0.475824,-2.92761,0.02394,6411,gru
27,106539,-476.1304,-539.4467,4000,0,0,0,1,1.1806,1.653,max_steps,351.6,-0.002115,0.526734,-0.897798,0.89773,3.243758,1.755245,0.009163,5.992501,0.466335,0.463045,-1.0,1.0,-1.559253,0.365402,2.349497,,0.58795,0.066528,1.891809,0.0005,0.0001,0.474873,-2.937265,0.02493,6661,gru
28,110539,-157.2306,-465.598,4000,0,0,0,1,0.6834,1.673,max_steps,364.4,-0.007935,0.534476,-0.896032,0.898198,3.328073,1.746881,0.02287,5.997236,0.459124,0.450658,-1.0,1.0,-1.605209,0.305058,2.345405,,0.533186,0.045713,1.802617,0.0005,0.0001,0.473924,-2.942122,0.025945,6911,gru
29,114539,-240.3783,-431.9412,4000,0,0,0,1,0.7926,1.649,max_steps,377.7,0.003377,0.532389,-0.897513,0.898658,3.244606,1.754546,0.015101,5.988398,0.49549,0.420882,-0.48684,1.0,-1.670816,0.278949,2.362689,,0.508677,0.054832,1.848522,0.0005,0.0001,0.472976,-2.96294,0.026989,7161,gru
30,118151,159.3556,-330.8141,3612,1,1,0,0,0.2914,1.666,goal,389.4,0.017089,0.534837,-0.897054,0.897525,3.341289,1.750217,0.014128,5.996147,0.494634,0.44596,-0.331748,1.010593,-1.732868,0.233777,2.350816,,0.448404,0.044384,1.67329,0.0005,0.0001,0.472031,-2.96197,0.028059,7387,gru
31,122151,-99.7668,-256.3888,4000,0,0,0,1,0.5412,1.66,max_steps,402.3,0.004786,0.538788,-0.893239,0.895069,3.322753,1.741791,0.009353,5.991209,0.463396,0.451547,-1.0,1.0,-1.804865,0.141975,2.336958,,0.363374,0.055807,1.487402,0.0005,0.0001,0.471087,-2.959453,0.029156,7637,gru
32,125625,145.2943,-234.8096,3474,1,1,0,0,0.2774,1.664,goal,414.1,0.008002,0.532685,-0.896642,0.896106,3.341579,1.755069,0.015665,5.98864,0.497402,0.44159,-0.26882,1.0,-1.896265,0.50687,2.349704,,0.506753,0.037506,1.311631,0.0005,0.0001,0.470146,-2.976938,0.030278,7855,gru
33,129084,208.9382,-154.203,3459,1,1,0,0,0.2998,1.659,goal,425.5,-0.008486,0.538847,-0.898688,0.895706,3.327531,1.749359,0.015378,5.985983,0.507558,0.431259,-0.228876,1.0,-2.001751,0.092414,2.348753,,0.233968,0.068821,0.835226,0.0005,0.0001,0.469207,-2.984116,0.031408,8072,gru
34,132742,158.9677,-123.5221,3658,1,1,0,0,0.2999,1.659,goal,437.4,0.022723,0.53094,-0.897101,0.89839,3.29361,1.765663,0.017287,5.996964,0.485248,0.45681,-0.530412,1.0,-2.124682,0.071893,2.34578,,0.183839,0.047163,0.450008,0.0005,0.0001,0.46827,-2.98976,0.032462,8301,gru
35,136742,-92.4438,-59.3148,4000,0,0,0,1,0.3947,1.663,max_steps,450.7,0.008713,0.538437,-0.89685,0.895651,3.317743,1.756799,0.022334,5.992326,0.46292,0.456693,-1.0,1.0,-2.243751,0.648582,2.339214,,0.455299,0.04479,0.622281,0.0005,0.0001,0.467335,-2.992661,0.033187,8551,gru
36,140742,-434.3597,-82.7754,4000,0,0,0,1,1.1009,1.662,max_steps,463.7,0.004228,0.534823,-0.899333,0.897254,3.323334,1.766454,0.005497,5.996728,0.461055,0.462979,-0.999998,1.0,-2.320017,0.082663,2.352967,,0.202052,0.031549,1.139282,0.0005,0.0001,0.466402,-3.011012,0.033157,8801,gru
37,144742,-623.5003,-97.5124,4000,0,0,0,1,1.7325,1.668,max_steps,476.6,-6.2e-05,0.524509,-0.896343,0.894173,3.31006,1.768769,0.024626,5.987474,0.472503,0.470596,-0.99638,1.011342,-2.319824,0.093185,2.348416,,0.234158,0.058646,1.138487,0.0005,0.0001,0.46547,-3.01544,0.032531,9051,gru
38,148742,-675.8475,-149.3741,4000,0,0,0,1,2.0748,1.656,max_steps,490.0,-0.002332,0.527377,-0.894942,0.897611,3.284487,1.78989,0.00973,5.993162,0.492475,0.440932,-0.661549,1.00095,-2.28696,0.086358,2.35156,,0.223886,0.080316,1.079986,0.0005,0.0001,0.46454,-3.025744,0.03152,9301,gru
39,152032,-812.718,-206.608,3290,0,0,1,0,2.6322,1.673,collision,500.6,0.008037,0.531239,-0.895911,0.896353,3.363413,1.759361,0.028295,5.994506,0.456595,0.450403,-0.737505,1.00528,-2.233115,0.047966,2.346864,,0.200633,0.063141,0.999416,0.0005,0.0001,0.463612,-3.03003,0.030289,9507,gru
40,156032,-1.7418,-222.7178,4000,0,0,0,1,0.3712,1.649,max_steps,513.5,0.003657,0.531497,-0.897989,0.896247,3.251386,1.767936,0.004514,5.987179,0.489707,0.420657,-0.447384,1.0,-2.158,0.47918,2.337775,,0.389275,0.033693,0.535461,0.0005,0.0001,0.462687,-3.03093,0.028976,9757,gru
41,159710,-860.8016,-298.8213,3678,0,0,1,0,2.456,1.643,collision,525.7,-0.014578,0.538555,-0.897327,0.896946,3.270602,1.766078,0.01651,5.980719,0.447909,0.460223,-1.0,1.009479,-2.115835,0.039271,2.356877,,0.147081,0.054065,0.245198,0.0005,0.0001,0.461763,-3.053541,0.027852,9987,gru
42,163710,-650.8749,-378.4382,4000,0,0,0,1,1.7937,1.654,max_steps,537.9,-0.003794,0.531766,-0.898849,0.897796,3.273163,1.760705,0.012489,5.989373,0.497864,0.438165,-0.645009,1.0,-2.090585,0.032104,2.357792,,0.128718,0.03874,0.324854,0.0005,0.0001,0.46084,-3.062157,0.02696,10237,gru
43,167710,-128.3339,-412.1654,4000,0,0,0,1,0.6183,1.64,max_steps,550.5,-0.005815,0.528467,-0.898061,0.898527,3.243141,1.786113,0.009521,5.993045,0.468885,0.447547,-1.0,1.0,-2.070771,0.064839,2.352662,,0.14018,0.036751,0.389078,0.0005,0.0001,0.459919,-3.0661,0.026277,10487,gru
44,170716,-781.0261,-506.1648,3006,0,0,1,0,2.8892,1.644,collision,560.0,-0.007052,0.530177,-0.894965,0.897175,3.219582,1.7664,0.011277,5.993801,0.440701,0.462184,-1.0,1.0,-2.071474,0.036106,2.36409,,0.137638,0.067743,0.477329,0.0005,0.0001,0.459,-3.082895,0.025798,10675,gru
45,174716,-518.1027,-548.7306,4000,0,0,0,1,1.3265,1.631,max_steps,572.7,-0.01179,0.537048,-0.896104,0.896934,3.207495,1.777982,0.002653,5.988831,0.474169,0.46017,-1.0,1.0,-2.075086,0.03633,2.350365,,0.145701,0.082705,0.591761,0.0005,0.0001,0.458082,-3.080119,0.025516,10925,gru
46,178716,-703.9548,-575.6902,4000,0,0,0,1,2.1162,1.639,max_steps,585.9,0.000841,0.52791,-0.896148,0.896417,3.220645,1.801244,0.010185,5.992318,0.456408,0.465874,-1.0,1.0,-2.101652,0.037283,2.347873,,0.142719,0.080629,0.472754,0.0005,0.0001,0.457167,-3.08609,0.025375,11175,gru
47,182716,-455.9258,-558.9327,4000,0,0,0,1,1.0904,1.629,max_steps,598.6,-0.004425,0.540206,-0.898057,0.898163,3.239521,1.795327,0.025172,5.988292,0.507233,0.427493,-0.586479,1.010149,-2.144007,0.02577,2.382879,,0.121557,0.101517,0.213844,0.0005,0.0001,0.456252,-3.121419,0.025293,11425,gru
48,186716,-709.9704,-562.345,4000,0,0,0,1,2.1804,1.659,max_steps,611.7,0.001659,0.534529,-0.898798,0.895555,3.313936,1.754378,0.014453,5.995321,0.454035,0.465461,-1.0,1.0,-2.165067,0.03849,2.34825,,0.143365,0.063081,0.185409,0.0005,0.0001,0.455339,-3.102178,0.025208,11675,gru
49,190716,-465.1739,-527.5906,4000,0,0,0,1,1.2166,1.675,max_steps,624.4,-0.020447,0.528019,-0.897772,0.897654,3.332363,1.749673,0.010691,5.990227,0.476125,0.456592,-1.0,1.0,-2.191201,0.027128,2.333002,,0.124897,0.052263,0.200992,0.0005,0.0001,0.454429,-3.098082,0.025074,11925,gru
50,194264,187.607,-508.6557,3548,1,1,0,0,0.2923,1.675,goal,636.0,0.000678,0.531434,-0.896424,0.897563,3.377811,1.75035,0.014686,5.992002,0.503194,0.434027,-0.205174,1.0,-2.21162,0.118963,2.322193,,0.178957,0.123968,0.352928,0.0005,0.0001,0.453521,-3.097412,0.0248,12147,gru
51,197964,269.7002,-395.6055,3700,1,1,0,0,0.2997,1.688,goal,647.4,-0.006451,0.530784,-0.895475,0.896308,3.353956,1.737174,0.044054,5.993803,0.488682,0.439525,-0.993765,1.0,-2.205966,0.06796,2.324494,,0.148907,0.097132,0.390006,0.0005,0.0001,0.452616,-3.107074,0.02437,12379,gru
52,201964,-437.5773,-374.2758,4000,0,0,0,1,1.1755,1.662,max_steps,659.9,-0.009411,0.538197,-0.897957,0.896398,3.307187,1.748502,0.023663,5.994716,0.471696,0.459849,-1.0,1.007451,-2.203888,0.025592,2.355783,,0.126705,0.04581,0.269494,0.0005,0.0001,0.451713,-3.139743,0.023838,12629,gru
53,205672,247.8076,-336.6616,3708,1,1,0,0,0.2995,1.652,goal,671.1,-0.001111,0.534863,-0.897304,0.892261,3.276324,1.782627,0.006231,5.996092,0.48043,0.449078,-0.988579,1.0,-2.187168,0.023558,2.355517,,0.118495,0.055631,0.194411,0.0005,0.0001,0.450811,-3.14743,0.023289,12861,gru
54,209672,-710.687,-329.6277,4000,0,0,0,1,2.1077,1.655,max_steps,683.7,0.024329,0.52771,-0.894453,0.896002,3.252652,1.770265,0.018087,5.992098,0.467905,0.444651,-0.583261,1.0,-2.173881,0.615405,2.338495,,0.40865,0.085696,0.09929,0.0005,0.0001,0.449912,-3.141759,0.022783,13111,gru
55,213672,-702.2424,-348.0417,4000,0,0,0,1,2.3028,1.661,max_steps,696.2,0.019616,0.522528,-0.895577,0.897548,3.263701,1.776296,0.021264,5.990263,0.445758,0.467545,-0.999891,1.008922,-2.170471,0.025059,2.353973,,0.110862,0.052431,0.147851,0.0005,0.0001,0.449013,-3.162005,0.022352,13361,gru
56,217191,194.8359,-258.1626,3519,1,1,0,0,0.2993,1.639,goal,707.0,0.012052,0.527168,-0.897159,0.897374,3.210154,1.790381,0.018927,5.989903,0.493035,0.44779,-0.359002,1.0,-2.174438,0.01841,2.353343,,0.097217,0.036628,0.156905,0.0005,0.0001,0.448117,-3.169404,0.021983,13581,gru
57,221191,-667.4122,-279.3112,4000,0,0,0,1,1.8554,1.625,max_steps,719.8,0.026548,0.530377,-0.897075,0.894429,3.173299,1.779416,0.005894,5.993536,0.486414,0.447319,-0.561831,1.0,-2.180755,0.024322,2.362549,,0.111731,0.069762,0.257485,0.0005,0.0001,0.447221,-3.184702,0.021712,13831,gru
58,225191,-633.3503,-271.6492,4000,0,0,0,1,1.6494,1.642,max_steps,732.8,0.013958,0.529183,-0.896538,0.896578,3.183976,1.767722,0.009883,5.995018,0.491986,0.442822,-0.494977,1.0,-2.194245,0.027314,2.352629,,0.118044,0.049647,0.302525,0.0005,0.0001,0.446328,-3.18464,0.021552,14081,gru
59,229191,-584.6854,-283.6004,4000,0,0,0,1,1.4647,1.632,max_steps,745.5,0.002054,0.526252,-0.897406,0.899563,3.139743,1.783602,0.004356,5.995011,0.470034,0.46647,-1.0,1.0,-2.206541,0.019878,2.357834,,0.097962,0.063464,0.086235,0.0005,0.0001,0.445435,-3.196753,0.021402,14331,gru
60,233191,-702.2443,-372.5855,4000,0,0,0,1,2.3181,1.614,max_steps,758.2,0.018422,0.530429,-0.896698,0.897129,3.123938,1.77864,0.011818,5.997602,0.448239,0.466486,-1.0,1.0,-2.222561,0.062199,2.361288,,0.122889,0.06792,0.122267,0.0005,0.0001,0.444545,-3.207469,0.021201,14581,gru
61,237191,-20.8101,-401.6365,4000,0,0,0,1,0.3162,1.613,max_steps,771.2,0.001121,0.527292,-0.89888,0.897549,3.068074,1.753525,0.02052,5.990913,0.495746,0.422755,-0.303379,1.0,-2.22908,0.076899,2.355739,,0.133437,0.070081,0.14557,0.0005,0.0001,0.443656,-3.210894,0.020934,14831,gru
62,240680,188.7026,-339.0086,3489,1,1,0,0,0.2936,1.63,goal,782.6,-0.00364,0.536159,-0.897033,0.898331,3.152772,1.767339,0.034768,5.99308,0.500848,0.438276,-0.262195,1.0,-2.236101,0.613008,2.359914,,0.402071,0.076928,0.095301,0.0005,0.0001,0.442768,-3.222215,0.020645,15050,gru
63,243626,-789.2245,-442.7118,2946,0,0,1,0,3.0627,1.629,collision,792.4,-0.001368,0.533991,-0.897489,0.899091,3.198595,1.787158,0.018955,5.991349,0.440048,0.464291,-1.0,1.001542,-2.240727,0.025584,2.362567,,0.111826,0.059921,0.114491,0.0005,0.0001,0.441882,-3.232309,0.020375,15235,gru
64,247626,-87.8647,-380.4295,4000,0,0,0,1,0.4556,1.63,max_steps,805.3,-0.011016,0.529633,-0.898284,0.895418,3.195749,1.790762,0.004281,5.993057,0.477159,0.446042,-0.999999,1.002645,-2.247082,1.230955,2.362898,,0.71675,0.047882,0.076233,0.0005,0.0001,0.440998,-3.240515,0.02011,15485,gru
65,251430,117.8185,-298.4234,3804,1,1,0,0,0.2868,1.608,goal,817.7,-0.014285,0.543954,-0.894912,0.897387,3.184618,1.792264,0.022925,5.998453,0.512567,0.426052,-0.503429,1.010967,-2.244762,0.019997,2.35099,,0.10456,0.091245,0.097014,0.0005,0.0001,0.440115,-3.238693,0.01985,15723,gru
66,255430,-717.2032,-389.6274,4000,0,0,0,1,2.1603,1.624,max_steps,830.8,-0.014728,0.533886,-0.896827,0.89691,3.178203,1.789965,0.00679,5.995786,0.451606,0.464071,-1.0,1.0,-2.250409,0.022481,2.34458,,0.105935,0.112487,0.039839,0.0005,0.0001,0.439235,-3.241339,0.019571,15973,gru
67,259430,-98.3227,-332.7184,4000,0,0,0,1,0.4352,1.627,max_steps,843.9,-0.005007,0.542659,-0.898322,0.895515,3.231917,1.778058,0.018752,5.997159,0.484291,0.440811,-0.999999,1.009665,-2.248437,0.021919,2.355658,,0.106812,0.075418,0.132769,0.0005,0.0001,0.438357,-3.258364,0.019315,16223,gru
68,263430,-735.5179,-342.9352,4000,0,0,0,1,2.3183,1.619,max_steps,856.8,0.004138,0.540199,-0.894841,0.897935,3.171399,1.7844,0.013766,5.995439,0.443651,0.46491,-1.0,1.0,-2.244917,0.01833,2.347239,,0.097421,0.073413,0.04692,0.0005,0.0001,0.43748,-3.259331,0.019043,16473,gru
69,266356,-779.0011,-362.3668,2926,0,0,1,0,3.0214,1.642,collision,866.3,-0.005462,0.530568,-0.897846,0.897895,3.175741,1.772769,0.025399,5.997689,0.441446,0.463486,-1.0,1.010524,-2.255586,0.022764,2.35074,,0.105246,0.061471,0.135014,0.0005,0.0001,0.436606,-3.270125,0.018819,16656,gru
70,269748,-831.5258,-375.2949,3392,0,0,1,0,2.6945,1.622,collision,877.3,0.004453,0.536457,-0.895893,0.897377,3.177279,1.77938,0.012604,5.992353,0.444775,0.461605,-1.0,1.010726,-2.261939,0.028989,2.352308,,0.117207,0.054476,0.259757,0.0005,0.0001,0.435733,-3.279329,0.01863,16868,gru
71,273665,209.2103,-352.2929,3917,1,1,0,0,0.298,1.604,goal,890.4,0.022823,0.533577,-0.896082,0.896094,3.111536,1.790835,0.021927,5.989279,0.487089,0.445578,-0.433526,1.0,-2.274104,0.064013,2.355699,,0.120943,0.052767,0.073788,0.0005,0.0001,0.434862,-3.29006,0.018509,17113,gru
72,277123,-834.115,-454.5746,3458,0,0,1,0,2.5815,1.622,collision,901.6,-0.00348,0.526292,-0.896517,0.898827,3.170486,1.810689,0.004863,5.989782,0.461546,0.444436,-0.699343,1.0,-2.281394,0.105339,2.35207,,0.149863,0.068683,0.042134,0.0005,0.0001,0.433992,-3.294948,0.018352,17330,gru
73,280889,144.9827,-361.1539,3766,1,1,0,0,0.2972,1.616,goal,913.9,0.032375,0.530963,-0.897892,0.895948,3.128961,1.774518,0.009092,5.994005,0.481478,0.460868,-0.607577,1.0,-2.293991,0.029255,2.358092,,0.111098,0.059536,0.05814,0.0005,0.0001,0.433125,-3.307891,0.018183,17566,gru
74,283885,-782.0111,-430.5685,2996,0,0,1,0,2.8806,1.613,collision,923.7,-0.00181,0.526143,-0.893563,0.894974,3.143645,1.797362,0.006685,5.985273,0.450854,0.454391,-0.827772,1.0,-2.290946,0.019959,2.35581,,0.10189,0.077895,0.171411,0.0005,0.0001,0.432259,-3.313908,0.017965,17754,gru
75,287620,172.0069,-425.1497,3735,1,1,0,0,0.2961,1.625,goal,935.7,-0.001723,0.529174,-0.895966,0.898295,3.139639,1.769262,0.008039,5.977691,0.503491,0.433205,-0.291781,1.007705,-2.29395,0.608916,2.367763,,0.39131,0.035569,0.053895,0.0005,0.0001,0.431394,-3.331856,0.017694,17988,gru
76,291234,183.9953,-335.0298,3614,1,1,0,0,0.2983,1.618,goal,947.9,-0.009046,0.533748,-0.89692,0.893607,3.144855,1.774707,0.012296,5.985686,0.508894,0.429797,-0.329725,1.0,-2.282938,0.024442,2.353027,,0.101798,0.058364,0.165257,0.0005,0.0001,0.430531,-3.3274,0.017478,18214,gru
77,295079,103.7627,-314.8213,3845,1,1,0,0,0.2798,1.624,goal,960.3,-0.016186,0.528818,-0.890527,0.897595,3.142609,1.775239,0.010237,5.986713,0.513292,0.420097,-0.543989,1.010183,-2.299122,0.417382,2.357377,,0.291741,0.05835,0.096668,0.0005,0.0001,0.42967,-3.338992,0.017333,18455,gru
78,298700,172.906,-223.9789,3621,1,1,0,0,0.2928,1.642,goal,972.3,-0.009101,0.52594,-0.898941,0.897821,3.180522,1.76721,0.015655,5.985245,0.494276,0.44317,-0.70088,1.0,-2.305695,0.016306,2.363313,,0.086217,0.05768,0.043727,0.0005,0.0001,0.42881,-3.351933,0.017177,18682,gru
79,302700,-117.5853,-157.8373,4000,0,0,0,1,0.5252,1.615,max_steps,985.2,-0.000202,0.524171,-0.894311,0.896411,3.076184,1.767577,0.009213,5.986733,0.464628,0.454641,-0.999999,1.0,-2.306689,0.020448,2.350741,,0.095358,0.068797,0.112291,0.0005,0.0001,0.427952,-3.349214,0.017056,18932,gru
