episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,grad_norm_rnn,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
1,2229,-500.3314,-500.3314,2229,0,0,0,0,3.7806,1.282,low_score,27.9,-0.859519,0.06264,-0.899866,-0.263355,5.835507,0.338846,1.317105,5.99991,0.332487,0.441846,-1.0,1.023435,,,,,,,,,,,,,,0,lstm
2,4520,-500.1579,-500.2446,2291,0,0,0,0,3.7592,1.282,low_score,56.1,-0.859173,0.06081,-0.899607,-0.168053,5.822587,0.36156,1.930884,5.999798,0.332921,0.440932,-1.0,1.016183,,,,,,,,,,,,,,0,lstm
3,6717,-500.2421,-500.2438,2197,0,0,0,0,3.9355,1.282,low_score,84.3,-0.859413,0.057405,-0.899807,-0.124895,5.823915,0.372507,1.092856,5.999933,0.321433,0.44346,-1.0,1.061129,,,,,,,,,,,,,,0,lstm
4,8870,-500.2934,-500.2562,2153,0,0,0,0,3.9256,1.279,low_score,117.3,-0.860931,0.05757,-0.899916,-0.158834,5.823049,0.336393,2.14456,5.999951,0.321701,0.443506,-1.0,1.057814,-0.025185,0.007652,2.138555,0.006742,0.018744,0.222807,0.015156,0.057961,3.7e-05,,,,,0,lstm
