episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
79,319379,-1271.3006,-365.9591,3998,0,0,1,0,2.3864,1.602,collision,1121.8,-0.000289,0.525831,-0.897361,0.898714,3.021569,1.756433,0.008422,5.974247,0.439554,0.463809,-1.0,1.0,-2.731886,0.104585,2.360391,0.274066,0.086334,0.016467,0.130384,0.0002,0.0002,0.274066,-4.347968,0.006079,19997,gru
80,323550,266.3528,-429.9805,4171,0,0,1,0,0.4743,1.619,collision,1135.2,-0.008053,0.524149,-0.899439,0.89751,3.049333,1.747344,0.018967,5.992133,0.456154,0.449863,-1.0,1.0,-2.749957,0.101543,2.359086,0.271883,0.084491,0.014436,0.093989,0.0002,0.0002,0.271883,-4.373147,0.006081,20258,gru
81,328129,-894.0342,-427.1445,4579,0,0,1,0,1.5716,1.632,collision,1149.4,0.003714,0.521014,-0.896199,0.896327,3.068848,1.741381,0.008703,5.986714,0.482959,0.429001,-0.624789,1.007804,-2.763041,0.083243,2.35912,0.269717,0.074126,0.015195,0.077343,0.0002,0.0002,0.269717,-4.400065,0.006062,20545,gru
82,331525,-1057.371,-410.5812,3396,0,0,1,0,2.6699,1.634,collision,1161.2,-0.004575,0.524306,-0.898396,0.897374,3.092425,1.729797,0.015375,5.987297,0.45723,0.447719,-0.701516,1.0,-2.756819,0.097067,2.359234,0.267568,0.081703,0.012662,0.059699,0.0002,0.0002,0.267568,-4.427084,0.006034,20758,gru
83,335986,-755.3205,-532.8159,4461,0,0,1,0,1.529,1.63,collision,1175.3,0.006128,0.521918,-0.894464,0.896853,3.085659,1.760521,0.013273,5.986136,0.482117,0.429084,-0.557152,1.001946,-2.764989,0.064932,2.359438,0.265436,0.06506,0.015394,0.092744,0.0002,0.0002,0.265436,-4.454226,0.006055,21037,gru
84,340184,132.4501,-566.5747,4198,0,0,1,0,0.6816,1.624,collision,1188.6,-0.011588,0.529771,-0.897034,0.896052,3.128991,1.764873,0.02097,5.99067,0.45564,0.451298,-1.0,1.0,-2.782025,0.11196,2.359973,0.263321,0.0898,0.015912,0.165621,0.0002,0.0002,0.263321,-4.48182,0.006061,21300,gru
85,344501,209.4302,-634.0257,4317,0,0,1,0,0.5371,1.637,collision,1202.3,-0.029243,0.520275,-0.895369,0.897086,3.062765,1.731025,0.014325,5.981194,0.470606,0.436427,-1.0,1.0,-2.802613,0.091329,2.358759,0.261223,0.078573,0.013112,0.117376,0.0002,0.0002,0.261223,-4.507064,0.006125,21570,gru
86,347832,-1136.6124,-581.3744,3331,0,0,1,0,2.6658,1.6,collision,1214.0,0.020671,0.532364,-0.898088,0.898478,3.087425,1.776739,0.004541,5.98411,0.455973,0.451871,-0.774966,1.0,-2.805115,0.076797,2.358854,0.259142,0.070969,0.015597,0.115327,0.0002,0.0002,0.259142,-4.534061,0.006155,21779,gru
87,352237,-615.6111,-651.8495,4405,0,0,1,0,1.4044,1.62,collision,1227.9,-0.008381,0.520383,-0.895543,0.897697,3.032973,1.737361,0.004332,5.980872,0.484222,0.424716,-0.613047,1.0,-2.807888,0.086851,2.35992,0.257077,0.07676,0.014646,0.139982,0.0002,0.0002,0.257077,-4.562374,0.006142,22055,gru
88,356491,-5.5487,-512.7565,4254,0,0,1,0,0.8006,1.633,collision,1241.4,0.006607,0.528619,-0.897443,0.896904,3.101158,1.729259,0.026355,5.988375,0.475242,0.4307,-0.578355,1.003231,-2.818574,0.051698,2.357786,0.255029,0.058457,0.014252,0.097387,0.0002,0.0002,0.255029,-4.586342,0.00622,22321,gru
89,360035,872.1109,-298.4154,3544,1,1,0,0,0.2826,1.617,goal,1253.5,-0.003361,0.528763,-0.893001,0.896401,3.077504,1.747044,0.009502,5.994107,0.500584,0.438297,-0.338168,1.0,-2.83128,0.084842,2.359523,0.252997,0.074799,0.015988,0.111077,0.0002,0.0002,0.252997,-4.615587,0.006179,22543,gru
90,364307,-57.4224,-330.7929,4272,0,0,1,0,0.9202,1.633,collision,1267.1,0.010905,0.527233,-0.897612,0.896708,3.078639,1.733785,0.016353,5.983747,0.481502,0.425307,-0.416975,1.003651,-2.838678,0.057646,2.360395,0.250981,0.059998,0.014315,0.089721,0.0002,0.0002,0.250981,-4.643667,0.006233,22810,gru
91,368451,-1358.1953,-377.209,4144,0,0,1,0,2.1568,1.622,collision,1280.6,0.010588,0.519181,-0.897679,0.897125,3.037354,1.755196,0.005638,5.985921,0.464307,0.444161,-0.586573,1.000395,-2.853367,0.078741,2.357855,0.248981,0.070928,0.015036,0.061662,0.0002,0.0002,0.248981,-4.667016,0.006378,23069,gru
92,373182,-1524.5545,-423.9274,4731,0,0,1,0,2.1593,1.606,collision,1294.9,-0.01449,0.52708,-0.897682,0.896192,3.012162,1.758197,0.003152,5.989005,0.466902,0.428758,-0.63513,1.0,-2.856485,0.075836,2.357635,0.246998,0.071736,0.01423,0.154509,0.0002,0.0002,0.246998,-4.693568,0.006392,23365,gru
93,377324,439.0422,-304.4911,4142,0,0,1,0,0.3174,1.614,collision,1308.2,0.013841,0.521855,-0.89552,0.898627,3.035985,1.758768,0.011204,5.992841,0.471882,0.4334,-0.75822,1.0,-2.879313,0.095308,2.358661,0.24503,0.079793,0.014607,0.166432,0.0002,0.0002,0.24503,-4.72187,0.006484,23624,gru
94,380969,908.0279,-226.9333,3645,1,1,0,0,0.2941,1.611,goal,1320.5,-0.002046,0.528662,-0.897888,0.897075,3.043974,1.74485,0.015332,5.9851,0.502942,0.436917,-0.17959,1.003808,-2.878073,0.100925,2.358908,0.243077,0.083395,0.013308,0.195316,0.0002,0.0002,0.243077,-4.749087,0.006606,23852,gru
95,385269,-165.1788,-264.3942,4300,0,0,1,0,0.9968,1.627,collision,1334.1,-0.011814,0.521725,-0.896048,0.896196,3.055434,1.753659,0.017964,5.984613,0.457197,0.452048,-1.0,1.0,-2.888631,0.082875,2.358695,0.241141,0.072809,0.01471,0.174888,0.0002,0.0002,0.241141,-4.775657,0.006764,24121,gru
96,388185,-1086.9182,-259.4248,2916,0,0,1,0,3.0393,1.618,collision,1345.1,0.015675,0.526487,-0.890719,0.896491,3.069634,1.745428,0.020509,5.986172,0.445351,0.456077,-0.783735,1.002591,-2.909403,0.059601,2.359335,0.239219,0.060901,0.012466,0.09436,0.0002,0.0002,0.239219,-4.803441,0.006731,24304,gru
97,391872,935.4226,-104.3214,3687,1,1,0,0,0.2979,1.616,goal,1357.3,0.001534,0.526815,-0.898152,0.896574,3.076137,1.753904,0.01191,5.991076,0.492329,0.443061,-0.807453,1.0,-2.913577,0.089461,2.359093,0.237313,0.075297,0.01367,0.101136,0.0002,0.0002,0.237313,-4.829963,0.006673,24535,gru
98,396239,-543.0346,-158.07,4367,0,0,1,0,1.3404,1.618,collision,1371.1,0.000265,0.521947,-0.891717,0.898797,3.041036,1.742408,0.002835,5.994658,0.481998,0.42716,-0.423385,1.0,-2.925136,0.09265,2.358264,0.235422,0.077719,0.011864,0.0803,0.0002,0.0002,0.235422,-4.855635,0.006578,24808,gru
99,400636,-210.4536,-266.3265,4397,0,0,1,0,0.9565,1.597,collision,1384.9,-0.004799,0.532244,-0.892506,0.897413,3.038843,1.765499,0.009704,5.995955,0.487097,0.420235,-0.578681,1.0,-2.927518,0.066608,2.359783,0.233547,0.064074,0.016188,0.087618,0.0002,0.0002,0.233547,-4.884706,0.006534,25083,gru
100,404981,-494.8199,-310.0662,4345,0,0,1,0,1.1922,1.612,collision,1398.7,-0.00824,0.53265,-0.897407,0.897546,3.026021,1.724798,0.013552,5.987533,0.451733,0.456657,-1.0,1.0,-2.948863,0.078399,2.358755,0.231686,0.071728,0.013365,0.140152,0.0002,0.0002,0.231686,-4.910082,0.006482,25355,gru
101,409174,154.938,-158.7529,4193,0,0,1,0,0.6693,1.609,collision,1412.2,-0.002509,0.519051,-0.896351,0.896412,3.019956,1.767468,0.012205,5.990636,0.455229,0.45256,-1.0,1.0,-2.953731,0.0581,2.359362,0.22984,0.059965,0.014698,0.11875,0.0002,0.0002,0.22984,-4.93784,0.006634,25618,gru
102,412903,841.1326,77.8158,3729,1,1,0,0,0.2833,1.638,goal,1424.5,-0.006103,0.521519,-0.895777,0.894947,3.078017,1.721659,0.030166,5.989659,0.509714,0.42593,-0.412935,1.004848,-2.964667,0.093165,2.358742,0.228009,0.077033,0.010879,0.098357,0.0002,0.0002,0.228009,-4.9638,0.006702,25852,gru
103,417320,-353.2983,-1.4182,4417,0,0,1,0,1.1461,1.62,collision,1438.3,-0.005021,0.528572,-0.895651,0.895687,3.038482,1.729107,0.02476,5.981393,0.484433,0.424275,-0.496299,1.0,-2.968777,0.072703,2.35704,0.226192,0.065643,0.013822,0.103953,0.0002,0.0002,0.226192,-4.988134,0.006689,26129,gru
104,420786,-1068.1098,-199.032,3466,0,0,1,0,2.6349,1.627,collision,1450.4,-0.006258,0.522153,-0.898111,0.89772,3.060899,1.733652,0.023382,5.981647,0.442094,0.46339,-1.0,1.002742,-2.99576,0.059451,2.358409,0.22439,0.059736,0.013337,0.150227,0.0002,0.0002,0.22439,-5.017035,0.006632,26346,gru
105,424371,921.2288,-90.3912,3585,1,1,0,0,0.2965,1.603,goal,1462.6,0.009666,0.527291,-0.892084,0.895998,3.030351,1.767856,0.014082,5.984029,0.50435,0.433101,-0.231081,1.0,-2.993479,0.057384,2.359107,0.222602,0.058432,0.013933,0.118135,0.0002,0.0002,0.222602,-5.044953,0.006578,26571,gru
106,428804,-529.745,-34.6739,4433,0,0,1,0,1.3141,1.627,collision,1476.5,-0.004393,0.524062,-0.896895,0.893093,3.074643,1.744486,0.007566,5.990294,0.482926,0.427035,-0.529184,1.004777,-3.005509,0.058185,2.358907,0.220828,0.061141,0.013398,0.193013,0.0002,0.0002,0.220828,-5.071519,0.006442,26849,gru
107,432460,907.5403,-37.4621,3656,1,1,0,0,0.2951,1.611,goal,1488.7,0.005285,0.526275,-0.896211,0.8975,3.0447,1.748036,0.012482,5.990058,0.498295,0.441925,-0.281893,1.0,-3.010972,0.053792,2.359633,0.219069,0.055623,0.010542,0.116307,0.0002,0.0002,0.219069,-5.09949,0.0063,27078,gru
108,436639,141.2899,30.9703,4179,0,0,1,0,0.6515,1.623,collision,1502.0,0.0101,0.521355,-0.897109,0.896023,3.031501,1.737582,0.030811,5.993694,0.477069,0.427427,-0.530859,1.0,-2.996742,0.061312,2.358105,0.217324,0.058702,0.013432,0.095838,0.0002,0.0002,0.217324,-5.124032,0.006183,27340,gru
109,440873,279.4756,79.9632,4234,0,0,1,0,0.548,1.634,collision,1515.7,-0.006482,0.527441,-0.893443,0.895557,3.133045,1.750346,0.019295,5.984921,0.463147,0.445036,-1.0,1.001899,-3.038676,0.100314,2.357677,0.215592,0.078972,0.015417,0.063292,0.0002,0.0002,0.215592,-5.15024,0.00607,27605,gru
110,444370,921.3218,221.5774,3497,1,1,0,0,0.2986,1.641,goal,1527.9,-0.003132,0.514296,-0.897155,0.892052,3.064489,1.739175,0.006173,5.990662,0.505592,0.431623,-0.227526,1.0,-3.050879,0.07811,2.358637,0.213874,0.068727,0.01205,0.11589,0.0002,0.0002,0.213874,-5.17858,0.006083,27824,gru
111,448357,-1304.2691,75.6567,3987,0,0,1,0,2.3044,1.612,collision,1541.1,-0.00289,0.523625,-0.892202,0.896496,3.039674,1.75224,0.009871,5.995184,0.465288,0.441327,-0.639803,1.0,-3.042932,0.059683,2.359071,0.21217,0.058326,0.013346,0.088212,0.0002,0.0002,0.21217,-5.206116,0.006046,28074,gru
112,451490,-1081.2141,-116.578,3133,0,0,1,0,2.761,1.612,collision,1552.5,-0.021849,0.522723,-0.892588,0.896366,3.026088,1.752103,0.010619,5.993514,0.441985,0.461935,-1.0,1.0,-3.039062,0.067537,2.358765,0.21048,0.062396,0.013339,0.097502,0.0002,0.0002,0.21048,-5.232516,0.006028,28270,gru
113,455771,277.6055,-53.4876,4281,0,0,1,0,0.5275,1.617,collision,1566.2,0.011963,0.524103,-0.895737,0.898252,3.059052,1.740556,0.022431,5.996226,0.482606,0.4249,-0.511611,1.009549,-3.049436,0.10384,2.358223,0.208803,0.081108,0.012199,0.114658,0.0002,0.0002,0.208803,-5.25853,0.006119,28538,gru
114,460009,-187.8323,34.5401,4238,0,0,1,0,1.0062,1.63,collision,1579.8,0.005195,0.524979,-0.897203,0.89557,3.082463,1.733869,0.016516,5.973491,0.449951,0.459443,-0.999999,1.0,-3.091156,0.086434,2.359028,0.207139,0.070628,0.010864,0.089406,0.0002,0.0002,0.207139,-5.28666,0.006188,28803,gru
115,464118,411.3183,-16.4509,4109,0,0,1,0,0.319,1.646,collision,1593.0,-0.002052,0.525427,-0.895837,0.896388,3.131119,1.727405,0.024532,5.969542,0.481552,0.423629,-0.662288,1.0,-3.071537,0.057129,2.357899,0.205489,0.056644,0.012151,0.083978,0.0002,0.0002,0.205489,-5.311751,0.006344,29060,gru
116,468653,-1388.7257,-102.349,4535,0,0,1,0,1.7964,1.633,collision,1607.2,-0.005105,0.521646,-0.895622,0.896577,3.078156,1.72444,0.00926,5.990579,0.443973,0.464204,-1.0,1.0,-3.102546,0.075933,2.358824,0.203852,0.065863,0.011462,0.110357,0.0002,0.0002,0.203852,-5.34008,0.006343,29344,gru
117,472834,-334.3592,-226.5389,4181,0,0,1,0,1.1815,1.64,collision,1620.5,-0.006086,0.521038,-0.898183,0.894638,3.090833,1.733436,0.004531,5.984962,0.451825,0.456835,-1.0,1.0,-3.095005,0.057064,2.358304,0.202227,0.057142,0.012507,0.160222,0.0002,0.0002,0.202227,-5.366118,0.006294,29606,gru
118,476521,903.6706,-150.3009,3687,1,1,0,0,0.2994,1.616,goal,1633.0,0.005642,0.524056,-0.896265,0.896312,3.059555,1.76181,0.02869,5.996158,0.495462,0.446097,-0.338178,1.006907,-3.108586,0.106309,2.358384,0.200616,0.083166,0.009312,0.260302,0.0002,0.0002,0.200616,-5.393112,0.006249,29837,gru
119,481100,-1420.6711,-320.3155,4579,0,0,1,0,1.77,1.635,collision,1647.2,-0.006209,0.523659,-0.896813,0.892492,3.086847,1.743544,0.005049,5.988231,0.444003,0.462712,-1.0,1.0,-3.114907,0.057438,2.359388,0.199018,0.057442,0.011568,0.202311,0.0002,0.0002,0.199018,-5.421597,0.006242,30124,gru
120,485337,-277.0369,-440.1514,4237,0,0,1,0,1.0649,1.655,collision,1660.6,0.003126,0.515187,-0.89749,0.895055,3.154118,1.730667,0.013234,5.99088,0.484107,0.423809,-0.46738,1.0,-3.120662,0.08264,2.358312,0.197432,0.070428,0.011215,0.177826,0.0002,0.0002,0.197432,-5.446723,0.006324,30389,gru
121,488695,-1052.5074,-414.9752,3358,0,0,1,0,2.6212,1.646,collision,1672.5,-0.004247,0.51641,-0.897902,0.897296,3.13928,1.74521,0.005423,5.988853,0.460768,0.445969,-0.687745,1.0,-3.142892,0.059168,2.357917,0.195859,0.057044,0.011452,0.082402,0.0002,0.0002,0.195859,-5.47294,0.006432,30599,gru
122,493049,-838.0302,-390.6568,4354,0,0,1,0,1.528,1.642,collision,1686.3,0.003399,0.522478,-0.897055,0.898882,3.102416,1.72529,0.011302,5.994804,0.447023,0.466076,-1.0,1.0,-3.142771,0.034712,2.357846,0.194299,0.04397,0.009984,0.088593,0.0002,0.0002,0.194299,-5.499687,0.00634,30872,gru
123,497195,-128.1961,-431.237,4146,0,0,1,0,0.8809,1.65,collision,1699.6,0.011801,0.510403,-0.891231,0.895243,3.116765,1.753702,0.040225,5.985473,0.479295,0.42679,-0.524908,1.0,-3.130154,0.098708,2.358449,0.19275,0.078716,0.012212,0.170182,0.0002,0.0002,0.19275,-5.527545,0.006258,31132,gru
124,501502,-589.7492,-471.4287,4307,0,0,1,0,1.3983,1.637,collision,1713.3,-0.001235,0.519972,-0.896984,0.893607,3.070236,1.739174,0.025784,5.990934,0.447423,0.463649,-1.0,1.0,-3.122033,0.078196,2.358375,0.191215,0.068021,0.012406,0.168409,0.0002,0.0002,0.191215,-5.554286,0.006217,31402,gru
125,505746,239.2383,-488.6367,4244,0,0,1,0,0.6084,1.634,collision,1726.8,-0.002596,0.524487,-0.894482,0.897384,3.120796,1.747917,0.016391,5.988508,0.45979,0.447323,-1.0,1.002582,-3.149641,0.078012,2.358553,0.189691,0.066947,0.011451,0.119088,0.0002,0.0002,0.189691,-5.581444,0.006184,31668,gru
126,509295,897.791,-259.985,3549,1,1,0,0,0.2944,1.632,goal,1738.8,-0.003058,0.517653,-0.89035,0.891533,3.109632,1.758485,0.014346,5.996079,0.50611,0.432713,-0.176613,1.0,-3.18455,0.07942,2.35798,0.18818,0.066096,0.010138,0.143415,0.0002,0.0002,0.18818,-5.607356,0.006134,31890,gru
127,513710,-651.7659,-291.7257,4415,0,0,1,0,1.3726,1.64,collision,1752.6,-0.006144,0.520115,-0.89536,0.895749,3.083181,1.727282,0.009217,5.995437,0.485734,0.425795,-0.637969,1.0,-3.175522,0.104939,2.358289,0.18668,0.082782,0.010595,0.195585,0.0002,0.0002,0.18668,-5.634738,0.006063,32166,gru
128,518021,-516.3449,-433.7272,4311,0,0,1,0,1.22,1.62,collision,1766.3,0.011414,0.520986,-0.894239,0.890406,3.048955,1.755752,0.00328,5.988647,0.477292,0.432382,-0.440779,1.0,-3.180387,0.07892,2.357767,0.185193,0.070441,0.011417,0.190442,0.0002,0.0002,0.185193,-5.660721,0.005967,32436,gru
129,522348,-166.2504,-308.2852,4327,0,0,1,0,0.9405,1.639,collision,1779.9,0.008422,0.521593,-0.89564,0.895274,3.092671,1.722902,0.025132,5.992179,0.447606,0.463003,-1.0,1.0,-3.195196,0.064815,2.356508,0.183718,0.059332,0.010748,0.125692,0.0002,0.0002,0.183718,-5.685446,0.005969,32707,gru
130,526742,-676.9826,-348.2797,4394,0,0,1,0,1.4718,1.643,collision,1793.7,-0.00168,0.521095,-0.895256,0.895576,3.11859,1.741145,0.023317,5.984879,0.483733,0.426432,-0.541962,1.0,-3.190738,0.044876,2.35822,0.182254,0.049823,0.010326,0.136279,0.0002,0.0002,0.182254,-5.715215,0.005844,32982,gru
131,529981,-1095.1096,-352.54,3239,0,0,1,0,2.7018,1.631,collision,1805.3,0.004795,0.524102,-0.894808,0.895126,3.067011,1.72459,0.027726,5.991837,0.457139,0.450798,-0.767599,1.0,-3.216175,0.074973,2.356862,0.180802,0.067107,0.009461,0.205619,0.0002,0.0002,0.180802,-5.739753,0.005712,33185,gru
132,534273,-450.8712,-313.8241,4292,0,0,1,0,1.2075,1.644,collision,1819.0,-0.003787,0.517547,-0.89726,0.898834,3.089416,1.739423,0.011968,5.972443,0.486717,0.422501,-0.598488,1.0,-3.195206,0.083233,2.35736,0.179361,0.068173,0.009674,0.111921,0.0002,0.0002,0.179361,-5.767461,0.005693,33454,gru
133,537819,928.6111,-208.1434,3546,1,1,0,0,0.2988,1.632,goal,1831.0,0.002674,0.520277,-0.893282,0.896828,3.094058,1.758474,0.023298,5.985862,0.500654,0.437513,-0.186855,1.0,-3.211793,0.081288,2.357331,0.177932,0.06833,0.010566,0.120101,0.0002,0.0002,0.177932,-5.794269,0.005867,33676,gru
134,542369,-1153.3333,-264.5018,4550,0,0,1,0,1.6257,1.655,collision,1845.0,-0.004094,0.520665,-0.895699,0.897125,3.13266,1.733172,0.025938,5.994337,0.445365,0.468127,-1.0,1.007574,-3.218444,0.093321,2.356044,0.176514,0.076981,0.007638,0.193115,0.0002,0.0002,0.176514,-5.818892,0.005902,33961,gru
135,546551,258.7089,-262.5547,4182,0,0,1,0,0.5529,1.649,collision,1858.4,-0.003085,0.514658,-0.899332,0.898156,3.085557,1.733526,0.018296,5.98621,0.484996,0.421375,-0.495767,1.007717,-3.239571,0.096405,2.356873,0.175108,0.07579,0.009283,0.198651,0.0002,0.0002,0.175108,-5.847184,0.00588,34223,gru
136,550280,-1190.8179,-471.4156,3729,0,0,1,0,2.3739,1.659,collision,1871.0,0.006795,0.518654,-0.898204,0.897309,3.126084,1.718961,0.010359,5.987089,0.463282,0.444523,-0.636032,1.002331,-3.211998,0.071066,2.357362,0.173713,0.060918,0.010525,0.184575,0.0002,0.0002,0.173713,-5.874898,0.005912,34457,gru
137,555019,-1385.3874,-544.7777,4739,0,0,1,0,2.1704,1.647,collision,1885.3,-0.012358,0.524203,-0.891137,0.896085,3.092569,1.716817,0.010949,5.98585,0.46541,0.42841,-0.683794,1.003772,-3.235105,0.060685,2.356677,0.172329,0.056872,0.010313,0.16528,0.0002,0.0002,0.172329,-5.900543,0.005894,34754,gru
138,558696,923.1877,-400.8245,3677,1,1,0,0,0.2927,1.633,goal,1897.6,-0.010311,0.513935,-0.897281,0.896186,3.054793,1.748623,0.02268,5.982502,0.497657,0.439229,-0.821677,1.00005,-3.276823,0.063073,2.358696,0.170956,0.057128,0.010601,0.09352,0.0002,0.0002,0.170956,-5.930967,0.00581,34984,gru
139,562169,911.0569,-293.0937,3473,1,1,0,0,0.2968,1.645,goal,1909.6,0.012502,0.519409,-0.894761,0.898,3.108624,1.727827,0.016808,5.977972,0.500048,0.438669,-0.318523,1.0,-3.254321,0.061065,2.357655,0.169594,0.057241,0.009671,0.1122,0.0002,0.0002,0.169594,-5.955986,0.005819,35202,gru
140,566377,-23.359,-227.7314,4208,0,0,1,0,0.8276,1.65,collision,1923.2,0.003685,0.516825,-0.896122,0.895159,3.106451,1.7482,0.013862,5.977778,0.484361,0.42209,-0.40355,1.004912,-3.25045,0.108978,2.3556,0.168242,0.08192,0.008183,0.187061,0.0002,0.0002,0.168242,-5.979181,0.005796,35465,gru
141,570650,-67.81,-125.0014,4273,0,0,1,0,0.8233,1.642,collision,1936.8,0.014694,0.519364,-0.897341,0.891143,3.093933,1.740534,0.023397,5.979328,0.443587,0.465015,-1.0,1.0,-3.273724,0.082773,2.357173,0.166902,0.066648,0.009065,0.161658,0.0002,0.0002,0.166902,-6.008841,0.005714,35733,gru
142,574792,445.8428,-35.33,4142,0,0,1,0,0.324,1.648,collision,1950.1,-0.006812,0.517991,-0.897224,0.894311,3.124603,1.738437,0.023579,5.98473,0.463712,0.443992,-0.999999,1.005137,-3.28125,0.118496,2.356276,0.165572,0.083988,0.010807,0.154128,0.0002,0.0002,0.165572,-6.034084,0.005681,35992,gru
143,579468,-1489.0784,-277.099,4676,0,0,1,0,2.3404,1.656,collision,1964.3,-0.016153,0.514396,-0.896557,0.897372,3.126464,1.742682,0.023824,5.990199,0.446075,0.425896,-0.680635,1.0,-3.293798,0.070721,2.357772,0.164253,0.059991,0.009027,0.089544,0.0002,0.0002,0.164253,-6.063634,0.005755,36285,gru
144,583040,924.0055,-69.3651,3572,1,1,0,0,0.2963,1.611,goal,1976.4,0.00308,0.520577,-0.89606,0.898173,3.044329,1.761109,0.012418,5.982447,0.505785,0.431579,-0.182977,1.0,-3.264842,0.09911,2.35677,0.162944,0.075705,0.009899,0.152103,0.0002,0.0002,0.162944,-6.088676,0.005914,36509,gru
145,587279,-83.5324,-103.5892,4239,0,0,1,0,0.8744,1.651,collision,1989.9,0.009457,0.521025,-0.894838,0.899834,3.117685,1.717479,0.005326,5.984864,0.483788,0.42372,-0.463417,1.009381,-3.307596,0.07378,2.355819,0.161646,0.062139,0.008938,0.171416,0.0002,0.0002,0.161646,-6.113797,0.00603,36774,gru
146,591601,-408.6728,-25.3747,4322,0,0,1,0,1.1695,1.644,collision,2003.6,0.019182,0.515341,-0.894913,0.892361,3.120976,1.750014,0.020106,5.98766,0.465103,0.44524,-0.453454,1.0,-3.298327,0.068138,2.35676,0.160358,0.060375,0.009621,0.122544,0.0002,0.0002,0.160358,-6.14236,0.006056,37045,gru
147,595702,221.5826,135.3223,4101,0,0,1,0,0.5724,1.653,collision,2016.9,-0.009409,0.514717,-0.893744,0.896337,3.114147,1.725975,0.009985,5.982793,0.460356,0.44617,-1.0,1.0,-3.305689,0.090897,2.357076,0.15908,0.0699,0.009603,0.098614,0.0002,0.0002,0.15908,-6.169797,0.006081,37302,gru
148,599517,-1223.7581,-79.3723,3815,0,0,1,0,2.363,1.64,collision,2029.5,0.010953,0.518264,-0.888685,0.894352,3.081429,1.732862,0.018502,5.986861,0.463785,0.442021,-0.653395,1.0,-3.329964,0.110942,2.358439,0.157813,0.08031,0.009397,0.095471,0.0002,0.0002,0.157813,-6.199165,0.006203,37541,gru
149,603983,-1239.3874,-294.4167,4466,0,0,1,0,1.8208,1.65,collision,2043.5,-0.009712,0.518623,-0.896239,0.898446,3.103333,1.721635,0.014113,5.983941,0.447745,0.463468,-1.0,1.0,-3.32459,0.035827,2.355611,0.156556,0.041613,0.008732,0.095159,0.0002,0.0002,0.156556,-6.220785,0.006303,37821,gru
150,608343,-730.0769,-365.0885,4360,0,0,1,0,1.4942,1.656,collision,2057.5,-0.004727,0.518811,-0.899306,0.897085,3.170364,1.736434,0.022275,5.982644,0.44757,0.464699,-1.0,1.001461,-3.354014,0.063592,2.355671,0.155308,0.057765,0.007957,0.181052,0.0002,0.0002,0.155308,-6.247745,0.006229,38094,gru
