episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
73,298314,1205.32,302.8514,3876,1,1,0,0,0.2959,1.61,goal,1581.1,0.00671,0.520933,-0.897068,0.897162,3.046711,1.770077,0.015251,5.995042,0.484799,0.450201,-0.810745,1.008345,-3.261548,0.069694,2.359027,0.352998,0.075501,0.022143,0.090302,0.0002,0.0002,0.352998,-3.496727,0.006058,18682,gru
74,302876,-778.5607,188.6746,4562,0,0,1,0,2.0921,1.643,collision,1603.1,0.007812,0.52254,-0.898508,0.894752,3.098727,1.727986,0.019146,5.993627,0.435179,0.463082,-1.0,1.0,-3.273793,0.066146,2.359055,0.351307,0.074291,0.020261,0.1046,0.0002,0.0002,0.351307,-3.512881,0.006052,18968,gru
75,307131,-741.8109,-5.0336,4255,0,0,1,0,2.2152,1.634,collision,1625.8,0.011575,0.519517,-0.898575,0.896921,3.063608,1.742237,0.006915,5.985856,0.462847,0.440426,-0.600046,1.005465,-3.298102,0.054598,2.359811,0.349625,0.070038,0.017972,0.193641,0.0002,0.0002,0.349625,-3.529801,0.006161,19234,gru
76,311359,801.5136,-45.0065,4228,0,0,1,0,0.3376,1.629,collision,1647.5,0.002089,0.525889,-0.895118,0.89666,3.058865,1.735548,0.017378,5.992877,0.485714,0.419903,-0.661658,1.007384,-3.325894,0.026708,2.360419,0.34795,0.054855,0.017523,0.117752,0.0002,0.0002,0.34795,-3.546573,0.006139,19499,gru
77,314968,1237.1503,146.5398,3609,1,1,0,0,0.2969,1.605,goal,1666.6,0.000587,0.531767,-0.896348,0.8966,3.091703,1.777265,0.005523,5.9782,0.502994,0.436357,-0.301881,1.0,-3.3453,0.080854,2.358843,0.346284,0.081057,0.018059,0.074188,0.0002,0.0002,0.346284,-3.561035,0.006123,19725,gru
78,319051,802.1248,291.8131,4083,0,0,1,0,0.3105,1.638,collision,1687.3,-0.004013,0.520304,-0.897191,0.897368,3.088548,1.742885,0.009428,5.982827,0.461528,0.444173,-0.999999,1.0,-3.370841,0.063521,2.359616,0.344625,0.071444,0.021237,0.117158,0.0002,0.0002,0.344625,-3.577984,0.006176,19981,gru
79,323426,297.7904,373.1123,4375,0,0,1,0,0.8216,1.622,collision,1710.8,-0.010786,0.526594,-0.89493,0.898585,3.096725,1.772893,0.022285,5.989353,0.48866,0.419362,-0.512349,1.0052,-3.381672,0.041047,2.359646,0.342975,0.061794,0.017811,0.093849,0.0002,0.0002,0.342975,-3.594145,0.006181,20255,gru
80,327026,1213.6022,373.0514,3600,1,1,0,0,0.295,1.616,goal,1730.6,0.005115,0.523901,-0.892933,0.894491,3.055575,1.756763,0.029565,5.981291,0.503236,0.432524,-0.237046,1.0,-3.40554,0.065557,2.360355,0.341332,0.072912,0.017826,0.1144,0.0002,0.0002,0.341332,-3.611038,0.006311,20480,gru
81,331181,697.4072,448.6976,4155,0,0,1,0,0.4569,1.609,collision,1752.5,0.000785,0.528425,-0.893586,0.891552,3.045094,1.759368,0.011533,5.986597,0.453121,0.452264,-0.999998,1.0,-3.434138,0.100073,2.360466,0.339698,0.091003,0.019419,0.125743,0.0002,0.0002,0.339698,-3.627288,0.006521,20740,gru
82,335435,778.7722,551.3309,4254,0,0,1,0,0.3179,1.625,collision,1774.5,0.001379,0.531737,-0.893116,0.897655,3.119534,1.745694,0.009524,5.987625,0.481653,0.424867,-0.705327,1.0,-3.445809,0.040424,2.359804,0.338071,0.058787,0.01739,0.080882,0.0002,0.0002,0.338071,-3.642705,0.006551,21006,gru
83,339047,1236.0959,554.4085,3612,1,1,0,0,0.2949,1.603,goal,1794.2,0.00146,0.528281,-0.895777,0.89435,3.02481,1.752316,0.011307,5.982539,0.501651,0.437097,-0.251418,1.0,-3.466149,0.058564,2.360287,0.336452,0.069924,0.016827,0.076286,0.0002,0.0002,0.336452,-3.659359,0.006495,21232,gru
84,342395,-622.3095,570.0336,3348,0,0,1,0,2.763,1.615,collision,1812.6,0.001105,0.528494,-0.894434,0.898732,3.050112,1.745446,0.022635,5.970048,0.440811,0.463175,-1.0,1.000471,-3.496997,0.057262,2.35933,0.33484,0.068133,0.018804,0.099569,0.0002,0.0002,0.33484,-3.674444,0.006457,21442,gru
85,345982,1186.2652,762.8412,3587,1,1,0,0,0.2845,1.633,goal,1831.7,-0.002478,0.529137,-0.89615,0.895553,3.129714,1.750187,0.011242,5.973849,0.496387,0.441951,-0.546558,1.0,-3.525838,0.057888,2.360269,0.333237,0.068918,0.018708,0.101697,0.0002,0.0002,0.333237,-3.691603,0.006459,21667,gru
86,350279,399.6338,722.6533,4297,0,0,1,0,0.8024,1.614,collision,1854.5,-0.007427,0.521648,-0.896743,0.892986,3.026549,1.748444,0.011924,5.993374,0.461305,0.447928,-1.0,1.007171,-3.526129,0.09067,2.358968,0.331641,0.08471,0.017218,0.1363,0.0002,0.0002,0.331641,-3.706298,0.006435,21936,gru
87,354503,113.1397,610.2522,4224,0,0,1,0,1.0051,1.627,collision,1877.3,-0.020231,0.528129,-0.898583,0.892473,3.121768,1.748874,0.01617,5.995713,0.456455,0.451755,-1.0,1.0,-3.562832,0.070305,2.359782,0.330052,0.076409,0.019337,0.159048,0.0002,0.0002,0.330052,-3.723327,0.006426,22200,gru
88,358692,790.3257,609.0723,4189,0,0,1,0,0.3635,1.623,collision,1900.3,-0.001809,0.529768,-0.898937,0.897075,3.097049,1.750212,0.007194,5.988312,0.466012,0.440614,-0.999999,1.0,-3.568106,0.070027,2.357862,0.328472,0.074703,0.01965,0.175471,0.0002,0.0002,0.328472,-3.737321,0.006456,22462,gru
89,362257,1217.306,701.0238,3565,1,1,0,0,0.2953,1.634,goal,1921.9,-0.004772,0.525797,-0.893929,0.897089,3.128268,1.752898,0.014357,5.990434,0.507327,0.431505,-0.257089,1.0,-3.589919,0.048423,2.360154,0.326898,0.062199,0.01701,0.185438,0.0002,0.0002,0.326898,-3.756001,0.006618,22685,gru
90,366428,330.9101,612.7546,4171,0,0,1,0,0.789,1.637,collision,1943.7,0.017981,0.522625,-0.899022,0.897719,3.095315,1.748559,0.00883,5.980475,0.477439,0.42837,-0.515705,1.0,-3.60138,0.041921,2.36037,0.325333,0.060423,0.017857,0.185121,0.0002,0.0002,0.325333,-3.772377,0.006632,22946,gru
