episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
16,55538,-236.4497,-483.1739,3764,0,0,1,0,0.621,1.872,collision,198.9,0.024997,0.431367,-0.857313,0.880801,3.148843,1.434114,0.100706,5.9443,0.470236,0.4366,-0.729693,1.004788,0.009437,3.716756,2.188915,0.009992,1.719979,0.410892,0.876629,0.000365,,,,,0,gru
17,59537,-892.6707,-531.3899,3999,0,0,1,0,2.26,1.917,collision,208.8,0.019429,0.428329,-0.866566,0.882231,3.383558,1.434214,0.11322,5.945869,0.420209,0.461846,-1.0,1.0,,,,,,,,,,,,,0,gru
18,62875,113.3966,-478.9689,3338,1,1,0,0,0.2765,1.902,goal,217.1,0.05163,0.429129,-0.866681,0.880535,3.326189,1.41834,0.097212,5.965896,0.479694,0.463506,-0.594624,1.003105,,,,,,,,,,,,,0,gru
19,66453,-802.9154,-497.1861,3578,0,0,1,0,2.0281,1.909,collision,226.1,0.045615,0.425986,-0.858637,0.873462,3.320927,1.435776,0.192122,5.959197,0.463729,0.446742,-0.647936,1.0,,,,,,,,,,,,,0,gru
20,70160,-816.792,-498.522,3707,0,0,1,0,1.8901,1.897,collision,237.4,0.049725,0.431807,-0.887327,0.87533,3.31521,1.440726,0.089316,5.968937,0.454181,0.453164,-0.630374,1.0,0.008288,3.258842,2.175102,0.009989,1.561277,0.378178,1.212603,0.000425,,,,,0,gru
21,73703,-797.3467,-534.8413,3543,0,0,1,0,2.1006,1.916,collision,246.2,0.031723,0.429009,-0.872117,0.854892,3.332086,1.413348,0.060701,5.973469,0.462013,0.446603,-0.605404,1.0,,,,,,,,,,,,,0,gru
22,77703,-671.9653,-526.9288,4000,0,0,0,1,1.7084,1.887,max_steps,256.2,0.02756,0.435282,-0.87575,0.884403,3.295061,1.439832,0.086939,5.933006,0.46399,0.44374,-0.612764,1.004081,,,,,,,,,,,,,0,gru
23,81703,-430.9788,-491.7432,4000,0,0,0,1,1.128,1.892,max_steps,266.1,0.047709,0.436116,-0.886393,0.875787,3.29176,1.429312,0.098724,5.945513,0.456002,0.461811,-0.768324,1.000179,,,,,,,,,,,,,0,gru
24,85680,-755.5906,-512.8161,3977,0,0,1,0,1.3588,1.891,collision,278.1,0.045199,0.429076,-0.861563,0.881866,3.267806,1.441811,0.04323,5.951521,0.465721,0.445531,-0.705284,1.007265,0.033582,2.52779,2.183643,0.009987,1.057115,0.498498,1.005725,0.000485,,,,,0,gru
25,89668,-817.56,-610.8873,3988,0,0,1,0,1.49,1.866,collision,292.3,0.043847,0.435362,-0.871464,0.886561,3.199681,1.441861,0.030071,5.911442,0.458696,0.44974,-0.696062,1.0,,,,,,,,,,,,,0,gru
26,93668,-624.2967,-649.672,4000,0,0,0,1,1.4558,1.863,max_steps,307.0,0.056679,0.429318,-0.878399,0.87156,3.192409,1.462321,0.12121,5.916183,0.459012,0.456088,-0.713621,1.0,,,,,,,,,,,,,0,gru
27,97668,-435.4018,-603.9451,4000,0,0,0,1,1.11,1.879,max_steps,321.8,0.060886,0.430407,-0.863636,0.891168,3.234066,1.435016,0.095435,5.930514,0.454505,0.464345,-0.814262,1.0,,,,,,,,,,,,,0,gru
28,101664,-702.0843,-685.4932,3996,0,0,1,0,1.255,1.879,collision,338.6,0.057814,0.42752,-0.867335,0.875754,3.164213,1.443514,0.060063,5.932442,0.451802,0.458253,-0.745814,1.0,0.033358,2.504956,2.193368,0.009984,0.986362,0.355447,0.92019,0.0005,,,,,0,gru
29,105664,-185.6624,-623.7679,4000,0,0,0,1,0.7449,1.865,max_steps,349.8,0.075614,0.428532,-0.86479,0.884885,3.158931,1.428025,0.077486,5.915459,0.458295,0.484414,-0.91801,1.0,,,,,,,,,,,,,0,gru
30,108247,-691.0795,-611.1966,2583,0,0,1,0,2.8098,1.908,collision,356.1,0.06334,0.43171,-0.866955,0.874295,3.367241,1.425487,0.106817,5.926634,0.447613,0.458271,-0.894277,1.0,,,,,,,,,,,,,0,gru
31,110401,-681.4557,-599.6075,2154,0,0,1,0,3.3619,1.912,collision,361.5,0.050053,0.431092,-0.841141,0.874701,3.323217,1.422649,0.123163,5.969507,0.421409,0.47728,-1.0,1.0,,,,,,,,,,,,,0,gru
32,113757,-772.5399,-609.665,3356,0,0,1,0,2.1532,1.877,collision,371.5,0.062044,0.431827,-0.862974,0.887428,3.264055,1.468129,0.049293,5.942047,0.455911,0.453874,-0.746158,1.0,0.036077,3.020139,2.182407,0.009982,1.435051,0.56786,0.907753,0.0005,,,,,0,gru
33,116747,-727.9147,-639.3586,2990,0,0,1,0,2.5233,1.926,collision,379.0,0.028306,0.425878,-0.883463,0.884549,3.40895,1.419267,0.143427,5.958725,0.458091,0.448952,-0.690837,1.0,,,,,,,,,,,,,0,gru
34,120649,-162.5892,-580.0584,3902,0,0,1,0,0.4298,1.891,collision,388.6,0.046369,0.429347,-0.872668,0.886811,3.223674,1.434161,0.120742,5.908861,0.451262,0.458177,-0.853278,1.0,,,,,,,,,,,,,0,gru
35,124612,-816.0017,-579.9026,3963,0,0,1,0,1.5558,1.894,collision,398.4,0.03237,0.433925,-0.857935,0.868853,3.292199,1.42636,0.084297,5.929887,0.470074,0.440601,-0.669451,1.00823,,,,,,,,,,,,,0,gru
36,127610,-725.3345,-590.0064,2998,0,0,1,0,2.4251,1.921,collision,408.0,0.041624,0.431412,-0.870548,0.888913,3.420568,1.420645,0.046036,5.924307,0.456825,0.450121,-0.721729,1.0,0.040392,3.415376,2.174499,0.00998,1.418513,0.453744,0.735365,0.0005,,,,,0,gru
37,130791,172.9748,-529.1687,3181,1,1,0,0,0.2875,1.897,goal,416.0,0.037443,0.42894,-0.876657,0.883872,3.283853,1.441936,0.106066,5.939576,0.48383,0.45818,-0.537708,1.0,,,,,,,,,,,,,0,gru
38,134566,-736.8362,-532.6439,3775,0,0,1,0,1.4343,1.911,collision,425.4,0.02246,0.425592,-0.860372,0.887274,3.314775,1.429503,0.08611,5.945692,0.470627,0.440062,-0.563378,1.0,,,,,,,,,,,,,0,gru
39,137849,172.4676,-496.8309,3283,1,1,0,0,0.2882,1.889,goal,433.6,0.026642,0.43119,-0.868691,0.87391,3.256943,1.448377,0.044657,5.928851,0.483908,0.45493,-0.461687,1.008758,,,,,,,,,,,,,0,gru
40,141131,163.5536,-411.3676,3282,1,1,0,0,0.2851,1.883,goal,443.6,0.034123,0.431379,-0.873668,0.870924,3.247756,1.441979,0.1121,5.895835,0.485648,0.453791,-0.4731,1.005158,-0.027919,4.419798,2.193876,0.009977,1.824705,0.324583,0.931277,0.0005,,,,,0,gru
41,144115,-726.8016,-415.9022,2984,0,0,1,0,2.4707,1.93,collision,451.1,0.031217,0.432042,-0.875354,0.880516,3.496534,1.441391,0.104854,5.946317,0.45851,0.447567,-0.660838,1.0,,,,,,,,,,,,,0,gru
42,147844,-197.6613,-358.4143,3729,0,0,1,0,0.5648,1.89,collision,460.2,0.044635,0.432878,-0.871565,0.87646,3.292494,1.444798,0.121844,5.948282,0.458037,0.449773,-0.780969,1.0,,,,,,,,,,,,,0,gru
43,150957,175.2037,-268.1025,3113,1,1,0,0,0.2801,1.893,goal,467.9,0.043244,0.425659,-0.87595,0.872518,3.298887,1.457182,0.053691,5.963628,0.488689,0.451109,-0.430115,1.0,,,,,,,,,,,,,0,gru
44,154501,-791.0579,-330.9494,3544,0,0,1,0,1.9414,1.933,collision,478.6,0.047865,0.425141,-0.86254,0.872851,3.457023,1.446448,0.10177,5.929427,0.457967,0.451087,-0.645162,1.0,0.010503,4.042805,2.18804,0.009975,1.530408,0.399424,0.741193,0.0005,,,,,0,gru
45,158481,-584.2652,-307.7757,3980,0,0,1,0,1.1037,1.896,collision,488.3,0.054459,0.427124,-0.875406,0.873816,3.318702,1.460131,0.080853,5.972904,0.454208,0.456921,-0.73229,1.003625,,,,,,,,,,,,,0,gru
46,161590,-735.9543,-308.8377,3109,0,0,1,0,2.323,1.928,collision,496.3,0.068763,0.425117,-0.852045,0.879465,3.458282,1.439893,0.09032,5.967638,0.455226,0.454091,-0.718637,1.002391,,,,,,,,,,,,,0,gru
47,165455,-833.0352,-409.4387,3865,0,0,1,0,1.8059,1.9,collision,505.8,0.057904,0.439435,-0.868311,0.891609,3.425318,1.448288,0.09295,5.970833,0.448711,0.461874,-0.680387,1.0,,,,,,,,,,,,,0,gru
48,169081,-786.7186,-414.4269,3626,0,0,1,0,1.7799,1.925,collision,516.8,0.061208,0.428224,-0.881791,0.893787,3.452082,1.448272,0.0952,5.961848,0.457513,0.45448,-0.79745,1.0,0.039201,2.948826,2.182057,0.009972,1.140053,0.418902,0.57474,0.0005,,,,,0,gru
49,171631,-706.2933,-502.303,2550,0,0,1,0,2.8153,1.915,collision,523.5,0.106328,0.431842,-0.882772,0.884428,3.516381,1.43697,0.042792,5.978909,0.429311,0.475114,-1.0,1.007231,,,,,,,,,,,,,0,gru
50,175098,-816.8767,-600.346,3467,0,0,1,0,1.9309,1.905,collision,532.4,0.122561,0.428375,-0.883166,0.880093,3.452487,1.43004,0.144482,5.973486,0.408573,0.498206,-1.0,1.0,,,,,,,,,,,,,0,gru
51,179098,-572.2413,-584.89,4000,0,0,0,1,1.3124,1.903,max_steps,542.6,0.098157,0.426381,-0.865212,0.882125,3.396707,1.46383,0.108648,5.971998,0.444286,0.484671,-1.0,1.0,,,,,,,,,,,,,0,gru
52,181227,-681.108,-633.2347,2129,0,0,1,0,3.2569,1.96,collision,549.8,0.094533,0.430544,-0.858976,0.86931,3.629789,1.394656,0.048395,5.94231,0.408809,0.485693,-1.0,1.0,0.03702,2.923485,2.166427,0.00997,1.19174,0.410725,0.73523,0.0005,,,,,0,gru
53,185227,-891.8381,-739.9389,4000,0,0,0,1,2.1807,1.885,max_steps,560.2,0.160537,0.420333,-0.868242,0.891525,3.406459,1.467152,0.097385,5.930848,0.387435,0.532112,-1.0,1.025515,,,,,,,,,,,,,0,gru
54,187592,-758.0545,-736.6385,2365,0,0,1,0,3.0821,1.91,collision,566.3,0.128225,0.432339,-0.870752,0.890213,3.504566,1.42979,0.175983,5.943004,0.396519,0.50081,-1.0,1.039809,,,,,,,,,,,,,0,gru
55,189924,-821.4875,-760.3608,2332,0,0,1,0,3.4606,1.919,collision,572.3,0.134598,0.426003,-0.872446,0.878728,3.514804,1.43043,0.158655,5.941296,0.37246,0.513364,-0.999999,1.193556,,,,,,,,,,,,,0,gru
56,192696,-810.9981,-767.8651,2772,0,0,1,0,2.7487,1.911,collision,581.3,0.141611,0.423315,-0.868339,0.877012,3.482324,1.444461,0.075377,5.934492,0.392854,0.505375,-0.999999,1.0,0.03433,3.176946,2.141319,0.009968,1.385193,0.549614,1.083147,0.0005,,,,,0,gru
57,194833,-792.9284,-763.8545,2137,0,0,1,0,3.5253,1.927,collision,587.0,0.150135,0.418679,-0.8543,0.884011,3.574838,1.443424,0.141477,5.975821,0.362992,0.515875,-1.0,1.21779,,,,,,,,,,,,,0,gru
58,196736,-718.7106,-757.0537,1903,0,0,1,0,3.6154,1.921,collision,592.0,0.160805,0.415584,-0.82476,0.871556,3.586541,1.459078,0.209068,5.936133,0.37631,0.518119,-1.0,1.175159,,,,,,,,,,,,,0,gru
59,199753,-936.6322,-780.0875,3017,0,0,1,0,2.9019,1.902,collision,599.9,0.162221,0.4246,-0.85792,0.888829,3.511425,1.44912,0.062681,5.914818,0.367679,0.520086,-1.0,1.155695,,,,,,,,,,,,,0,gru
60,202528,-856.6345,-784.0633,2775,0,0,1,0,2.9045,1.907,collision,608.5,0.158198,0.419449,-0.843397,0.873138,3.508598,1.445572,0.124218,5.942007,0.37705,0.516088,-0.999998,1.088074,0.033791,3.950052,2.140087,0.009965,1.828661,0.569307,1.140623,0.0005,,,,,0,gru
61,204839,-794.8233,-806.3215,2311,0,0,1,0,3.2618,1.902,collision,614.5,0.200914,0.410426,-0.847891,0.871492,3.510888,1.448389,0.077897,5.948003,0.365875,0.528782,-1.0,1.146427,,,,,,,,,,,,,0,gru
62,207662,-904.723,-828.683,2823,0,0,1,0,2.9894,1.885,collision,621.8,0.207405,0.414359,-0.872319,0.892096,3.493045,1.440814,0.161173,5.97142,0.359879,0.533059,-1.0,1.132157,,,,,,,,,,,,,0,gru
63,209509,-690.2732,-808.5265,1847,0,0,1,0,3.4734,1.91,collision,626.7,0.191391,0.414006,-0.865843,0.876627,3.538477,1.424366,0.055955,5.988548,0.369603,0.520165,-1.0,1.143574,,,,,,,,,,,,,0,gru
64,210768,-552.4211,-787.9632,1259,0,0,1,0,3.8579,1.916,collision,631.3,0.176791,0.420511,-0.848407,0.870544,3.597134,1.435344,0.170254,5.956652,0.355554,0.508435,-1.0,1.137714,0.039923,4.692777,2.130301,0.009963,1.989339,0.587652,1.214164,0.0005,,,,,0,gru
65,213143,-807.6748,-786.5819,2375,0,0,1,0,3.2397,1.838,collision,637.5,0.211448,0.41794,-0.869821,0.891429,3.326641,1.47605,0.065858,5.930249,0.358462,0.528279,-1.0,1.124052,,,,,,,,,,,,,0,gru
66,214431,-566.053,-762.0874,1288,0,0,1,0,3.7502,1.847,collision,640.8,0.202098,0.423361,-0.833424,0.877448,3.337147,1.499623,0.132347,5.987041,0.348196,0.510872,-0.999999,1.125587,,,,,,,,,,,,,0,gru
67,216199,-675.0126,-750.2958,1768,0,0,1,0,3.5197,1.832,collision,645.3,0.208041,0.411512,-0.837551,0.882466,3.288906,1.511561,0.055081,5.963669,0.362538,0.520152,-1.0,1.132396,,,,,,,,,,,,,0,gru
68,218017,-680.3188,-746.4566,1818,0,0,1,0,3.4222,1.851,collision,651.2,0.226785,0.414286,-0.865697,0.879993,3.358609,1.479954,0.110853,5.967396,0.359653,0.52552,-1.0,1.123612,0.041336,4.351646,2.134662,0.00996,2.042707,0.604217,1.300579,0.0005,,,,,0,gru
69,220171,-747.5118,-727.5446,2154,0,0,1,0,3.3098,1.857,collision,656.6,0.228821,0.414804,-0.817713,0.887172,3.345549,1.451622,0.076859,5.949387,0.356504,0.528351,-1.0,1.114429,,,,,,,,,,,,,0,gru
70,221757,-623.1398,-704.1951,1586,0,0,1,0,3.6333,1.859,collision,660.8,0.221891,0.420101,-0.847058,0.891221,3.37537,1.428614,0.100846,5.926308,0.363623,0.516944,-1.0,1.125178,,,,,,,,,,,,,0,gru
71,224461,-870.6489,-711.7777,2704,0,0,1,0,3.0182,1.855,collision,667.6,0.231553,0.414311,-0.86589,0.883464,3.356947,1.4562,0.057409,5.956858,0.352586,0.53194,-1.0,1.097684,,,,,,,,,,,,,0,gru
72,226479,-714.3763,-692.743,2018,0,0,1,0,3.2824,1.865,collision,674.1,0.24554,0.404567,-0.841919,0.887253,3.397797,1.432438,0.165257,5.929953,0.348107,0.527093,-1.0,1.100075,0.035037,4.15642,2.120943,0.009958,1.773072,0.566498,0.779157,0.0005,,,,,0,gru
73,228737,-768.4537,-700.5611,2258,0,0,1,0,3.1952,1.827,collision,679.8,0.240682,0.405706,-0.806572,0.892766,3.290462,1.475968,0.124134,5.940873,0.348116,0.526256,-1.0,1.090263,,,,,,,,,,,,,0,gru
74,230445,-647.2211,-710.0411,1708,0,0,1,0,3.5293,1.819,collision,684.3,0.249792,0.409926,-0.814128,0.89278,3.265956,1.468463,0.104993,5.960605,0.358101,0.519005,-1.0,1.109821,,,,,,,,,,,,,0,gru
75,231723,-553.6043,-684.634,1278,0,0,1,0,3.8002,1.826,collision,687.6,0.233264,0.412927,-0.828375,0.884489,3.335,1.498523,0.211112,5.925688,0.356009,0.510034,-1.0,1.121417,,,,,,,,,,,,,0,gru
76,233785,-731.5584,-701.1846,2062,0,0,1,0,3.3395,1.819,collision,693.9,0.234431,0.42202,-0.87325,0.888775,3.303857,1.482244,0.107455,5.927719,0.355627,0.526682,-1.0,1.115546,0.031361,4.640445,2.125557,0.009956,2.069872,0.700768,0.866987,0.0005,,,,,0,gru
77,235351,-615.4976,-695.2331,1566,0,0,1,0,3.6216,1.834,collision,698.0,0.235591,0.413034,-0.869682,0.881358,3.397932,1.497986,0.128442,5.890651,0.364489,0.517103,-1.0,1.118094,,,,,,,,,,,,,0,gru
78,237018,-648.068,-692.008,1667,0,0,1,0,3.5096,1.835,collision,702.3,0.224721,0.417034,-0.855957,0.883447,3.287362,1.488726,0.207536,5.892697,0.361479,0.520049,-1.0,1.124477,,,,,,,,,,,,,0,gru
79,239353,-789.5485,-696.2117,2335,0,0,1,0,3.1872,1.841,collision,708.4,0.223358,0.419408,-0.869878,0.882015,3.341667,1.452147,0.121929,5.946214,0.357787,0.52683,-1.0,1.109617,,,,,,,,,,,,,0,gru
80,240503,-529.0889,-686.8066,1150,0,0,1,0,3.8344,1.825,collision,712.4,0.212617,0.429385,-0.809947,0.889282,3.338003,1.490571,0.077708,5.94646,0.34421,0.507339,-0.999999,1.121155,0.040426,4.431704,2.135872,0.009953,2.004344,0.574103,0.939675,0.0005,,,,,0,gru
81,241628,-511.8715,-650.9288,1125,0,0,1,0,3.7972,1.823,collision,715.4,0.247669,0.409133,-0.844888,0.893799,3.284709,1.474988,0.130921,5.924145,0.348397,0.509595,-0.999996,1.103844,,,,,,,,,,,,,0,gru
82,243460,-670.7435,-646.5655,1832,0,0,1,0,3.3862,1.817,collision,720.2,0.25649,0.409033,-0.852703,0.883286,3.258161,1.47518,0.165495,5.917841,0.348454,0.524266,-1.0,1.096297,,,,,,,,,,,,,0,gru
83,245152,-645.7912,-634.2993,1692,0,0,1,0,3.5229,1.787,collision,724.7,0.251993,0.414454,-0.79287,0.889565,3.233588,1.530321,0.101991,5.94487,0.351199,0.523704,-1.0,1.10552,,,,,,,,,,,,,0,gru
84,247213,-727.7267,-642.3499,2061,0,0,1,0,3.283,1.813,collision,731.0,0.248965,0.415289,-0.840303,0.880915,3.281022,1.483709,0.062336,5.914301,0.347606,0.526755,-1.0,1.095667,0.040381,4.344693,2.099398,0.009951,1.92595,0.792577,0.775748,0.0005,,,,,0,gru
85,249521,-787.256,-665.715,2308,0,0,1,0,3.2145,1.761,collision,737.0,0.259831,0.413859,-0.826475,0.885884,3.125108,1.532627,0.079907,5.97616,0.346037,0.52711,-1.0,1.093292,,,,,,,,,,,,,0,gru
86,251134,-626.0152,-655.1607,1613,0,0,1,0,3.5456,1.784,collision,741.3,0.270723,0.402659,-0.857749,0.892429,3.125437,1.487515,0.076099,5.918093,0.35616,0.521222,-1.0,1.106849,,,,,,,,,,,,,0,gru
87,252433,-554.8044,-649.0914,1299,0,0,1,0,3.7696,1.771,collision,744.6,0.254902,0.41224,-0.847338,0.877892,3.05277,1.47984,0.055375,5.881669,0.354802,0.511968,-1.0,1.110314,,,,,,,,,,,,,0,gru
88,254509,-728.3066,-657.1152,2076,0,0,1,0,3.3424,1.76,collision,751.1,0.256084,0.411061,-0.874644,0.892409,3.100724,1.516204,0.073076,5.960582,0.347273,0.524704,-1.0,1.090931,0.03991,4.437019,2.11612,0.009948,1.865078,0.75986,0.858365,0.0005,,,,,0,gru
89,257018,-843.6575,-662.5261,2509,0,0,1,0,3.1472,1.762,collision,757.3,0.261241,0.413056,-0.839051,0.884399,3.065416,1.498388,0.04166,5.956756,0.336255,0.528356,-1.0,1.091185,,,,,,,,,,,,,0,gru
90,258872,-686.44,-678.2612,1854,0,0,1,0,3.467,1.749,collision,761.9,0.258502,0.406325,-0.864663,0.886185,2.983234,1.507439,0.118077,5.950697,0.35172,0.523681,-1.0,1.106846,,,,,,,,,,,,,0,gru
91,260699,-679.9493,-695.069,1827,0,0,1,0,3.4001,1.764,collision,766.4,0.273032,0.400902,-0.796513,0.887333,3.047939,1.476518,0.06555,5.932369,0.338438,0.525038,-1.0,1.093955,,,,,,,,,,,,,0,gru
92,262447,-655.8862,-693.5833,1748,0,0,1,0,3.5045,1.73,collision,772.0,0.257982,0.417252,-0.83425,0.889628,2.989681,1.537385,0.080626,5.930844,0.35281,0.518502,-1.0,1.096233,0.036822,4.19337,2.108842,0.009946,1.778724,0.711456,0.908987,0.0005,,,,,0,gru
93,263809,-573.8273,-686.3869,1362,0,0,1,0,3.6381,1.742,collision,775.3,0.262352,0.416001,-0.797302,0.877307,3.006906,1.491889,0.089543,5.895551,0.346034,0.51594,-0.999999,1.104992,,,,,,,,,,,,,0,gru
94,265766,-703.7152,-683.9858,1957,0,0,1,0,3.3702,1.774,collision,780.1,0.269448,0.403829,-0.858647,0.892258,3.056271,1.476571,0.082544,5.904541,0.346319,0.524063,-1.0,1.093752,,,,,,,,,,,,,0,gru
95,267975,-772.9242,-682.5526,2209,0,0,1,0,3.2579,1.773,collision,785.6,0.253456,0.408853,-0.843518,0.893171,3.055868,1.492914,0.047179,5.91301,0.344755,0.523182,-1.0,1.0947,,,,,,,,,,,,,0,gru
96,269683,-645.7051,-684.5216,1708,0,0,1,0,3.5152,1.744,collision,790.9,0.268272,0.407157,-0.805575,0.88009,3.035514,1.510851,0.094316,5.910354,0.350322,0.51992,-1.0,1.096299,0.029673,4.725308,2.112383,0.009944,2.103307,0.728281,1.257512,0.0005,,,,,0,gru
97,270742,-495.579,-678.599,1059,0,0,1,0,3.8567,1.715,collision,793.6,0.276788,0.407249,-0.827782,0.879907,2.972157,1.54427,0.056521,5.914293,0.343426,0.505921,-1.0,1.100062,,,,,,,,,,,,,0,gru
98,272196,-591.2331,-664.8917,1454,0,0,1,0,3.6733,1.744,collision,797.2,0.274955,0.394975,-0.817651,0.895091,2.978642,1.499057,0.083699,5.934895,0.356654,0.516281,-1.0,1.106131,,,,,,,,,,,,,0,gru
99,276196,-1000.3743,-680.5634,4000,0,0,0,1,3.094,1.742,max_steps,807.0,0.267663,0.407341,-0.827844,0.88664,2.983765,1.491146,0.03128,5.935788,0.387118,0.528995,-1.0,1.053514,,,,,,,,,,,,,0,gru
100,280196,-1022.1748,-714.1369,4000,0,0,0,1,3.2295,1.737,max_steps,818.4,0.259018,0.410773,-0.852335,0.890883,2.964587,1.492565,0.050874,5.88658,0.383441,0.526959,-1.0,1.073991,0.035099,2.731273,2.118281,0.009941,0.851357,0.409692,0.73042,0.0005,,,,,0,gru
101,281578,-581.1123,-704.2531,1382,0,0,1,0,3.651,1.758,collision,821.8,0.261585,0.409967,-0.81046,0.875674,3.064913,1.488906,0.065102,5.85966,0.346109,0.516571,-1.0,1.102968,,,,,,,,,,,,,0,gru
102,283895,-799.5896,-718.6235,2317,0,0,1,0,3.352,1.759,collision,827.4,0.255888,0.407513,-0.857906,0.889303,2.996066,1.47842,0.057953,5.933061,0.344063,0.521635,-1.0,1.101625,,,,,,,,,,,,,0,gru
103,287895,-969.3796,-758.1787,4000,0,0,0,1,2.9876,1.737,max_steps,837.2,0.262475,0.408412,-0.872786,0.891196,2.928893,1.500302,0.064196,5.947773,0.39283,0.523707,-1.0,1.061869,,,,,,,,,,,,,0,gru
104,289342,-588.3832,-746.6455,1447,0,0,1,0,3.7001,1.745,collision,842.1,0.258598,0.404261,-0.832463,0.885856,2.995651,1.522578,0.058486,5.949488,0.359993,0.514175,-1.0,1.108858,0.038245,3.341498,2.119723,0.009939,1.252429,0.4713,0.798826,0.0005,,,,,0,gru
