episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
11,44827,-2116.2131,-626.725,4536,0,0,1,0,1.7867,1.637,collision,210.0,-0.000453,0.528845,-0.896915,0.89455,3.153954,1.751411,0.022825,5.984759,0.445681,0.467584,-0.999999,1.003143,-3.134228,0.112879,2.356133,0.688063,0.16316,0.04901,0.23354,0.0002,0.0002,0.688063,-1.328838,0.004052,2807,gru
12,49099,-1125.5156,-558.913,4272,0,0,1,0,1.1928,1.62,collision,230.5,0.010331,0.531891,-0.894356,0.896847,3.079673,1.759674,0.020082,5.993526,0.479891,0.42762,-0.436861,1.0,-3.136236,0.156121,2.358614,0.686414,0.176634,0.040857,0.145015,0.0002,0.0002,0.686414,-1.338306,0.004094,3074,gru
13,53506,-578.0889,-656.7502,4407,0,0,1,0,0.6983,1.617,collision,254.4,-0.019458,0.525762,-0.897693,0.896219,3.063825,1.758262,0.012229,5.990288,0.489582,0.416006,-0.558071,1.0,-3.129687,0.107166,2.36058,0.684768,0.149831,0.05423,0.115818,0.0002,0.0002,0.684768,-1.347591,0.004134,3350,gru
14,57706,-171.7795,-634.0248,4200,0,0,1,0,0.4288,1.618,collision,277.3,0.00351,0.533544,-0.895991,0.893492,3.116406,1.759127,0.013718,5.992496,0.453502,0.454443,-1.0,1.0,-3.14194,0.088983,2.359944,0.683127,0.134337,0.047528,0.08663,0.0002,0.0002,0.683127,-1.355895,0.004174,3613,gru
15,61575,378.9647,-516.5516,3869,1,1,0,0,0.2972,1.59,goal,289.8,-0.010836,0.534129,-0.895172,0.897371,3.011667,1.753524,0.005945,5.994047,0.4948,0.440245,-0.898169,1.009248,-3.130744,0.156834,2.359868,0.681489,0.165535,0.049305,0.091929,0.0002,0.0002,0.681489,-1.364409,0.004227,3855,gru
16,65059,-1866.829,-601.6255,3484,0,0,1,0,2.5953,1.608,collision,307.6,-0.003375,0.536657,-0.896975,0.896966,3.065997,1.756528,0.00782,5.991082,0.440958,0.462267,-1.0,1.0,-3.121747,0.138196,2.360438,0.679855,0.154295,0.039344,0.042271,0.0002,0.0002,0.679855,-1.373172,0.004286,4073,gru
17,69307,-59.7409,-602.272,4248,0,0,1,0,0.3421,1.601,collision,330.9,-0.007641,0.526511,-0.89838,0.894747,3.026585,1.77394,0.01714,5.991945,0.458641,0.449278,-1.0,1.0,-3.122223,0.09554,2.360822,0.678226,0.130268,0.042371,0.061304,0.0002,0.0002,0.678226,-1.381868,0.004349,4339,gru
18,73586,-453.1923,-684.234,4279,0,0,1,0,0.7378,1.595,collision,355.2,-0.017195,0.530162,-0.89798,0.897569,3.045485,1.786525,0.014143,5.987629,0.465346,0.441515,-0.999999,1.0,-3.118863,0.086145,2.359687,0.6766,0.121959,0.043354,0.058106,0.0002,0.0002,0.6766,-1.389969,0.004422,4607,gru
19,77416,380.0713,-569.9638,3830,1,1,0,0,0.2969,1.603,goal,372.1,0.005384,0.529063,-0.893508,0.895954,3.026521,1.759033,0.009456,5.988189,0.487915,0.445958,-0.835762,1.0,-3.121736,0.070592,2.360633,0.674978,0.112454,0.04373,0.076432,0.0002,0.0002,0.674978,-1.398886,0.004491,4847,gru
20,82265,-2694.252,-830.6575,4849,0,0,1,0,2.0804,1.59,collision,390.6,-0.013867,0.528702,-0.896115,0.89157,3.003544,1.777985,0.013766,5.986667,0.431541,0.459712,-1.0,1.0,-3.10966,0.130003,2.3617,0.67336,0.144008,0.050555,0.114607,0.0002,0.0002,0.67336,-1.407853,0.004539,5151,gru
21,86833,-1898.6153,-808.8978,4568,0,0,1,0,1.7275,1.599,collision,413.9,-0.000819,0.525311,-0.896888,0.892621,2.990412,1.75233,0.011114,5.985158,0.4458,0.467589,-1.0,1.0,-3.096759,0.101365,2.361321,0.671746,0.124756,0.048385,0.069298,0.0002,0.0002,0.671746,-1.41625,0.00458,5437,gru
22,90645,236.8541,-672.6608,3812,1,1,0,0,0.2818,1.618,goal,434.1,0.014745,0.525368,-0.896144,0.899232,3.02962,1.741039,0.028408,5.993692,0.49281,0.442467,-0.311784,1.002635,-3.097906,0.089223,2.35901,0.670136,0.120982,0.049321,0.049909,0.0002,0.0002,0.670136,-1.423873,0.004614,5676,gru
23,94837,-2235.1219,-838.3641,4192,0,0,1,0,2.2671,1.598,collision,455.9,-0.002455,0.52741,-0.896149,0.89459,3.034006,1.789311,0.004517,5.993501,0.464676,0.441155,-0.648193,1.0,-3.086542,0.107148,2.361086,0.668529,0.129153,0.040683,0.033416,0.0002,0.0002,0.668529,-1.43325,0.004638,5938,gru
24,98978,-208.8273,-842.0689,4141,0,0,1,0,0.5397,1.62,collision,477.4,-0.012687,0.529081,-0.894974,0.895537,3.027075,1.721743,0.006304,5.983797,0.463064,0.444124,-1.0,1.0,-3.092824,0.114765,2.36099,0.666927,0.131046,0.033378,0.026881,0.0002,0.0002,0.666927,-1.441758,0.004661,6197,gru
25,102634,350.4529,-844.92,3656,1,1,0,0,0.2922,1.603,goal,496.8,-0.000588,0.519691,-0.89338,0.897188,2.999137,1.777363,0.011226,5.995164,0.503856,0.43564,-0.172453,1.0,-3.089891,0.109063,2.359005,0.665328,0.129597,0.035722,0.073718,0.0002,0.0002,0.665328,-1.449496,0.004687,6426,gru
26,106294,429.1361,-615.3235,3660,1,1,0,0,0.2987,1.594,goal,516.8,-0.006533,0.535224,-0.894549,0.898427,3.032624,1.766685,0.011373,5.983968,0.494828,0.441817,-0.697542,1.0,-3.08083,0.097784,2.360741,0.663733,0.122834,0.041233,0.071544,0.0002,0.0002,0.663733,-1.45875,0.004704,6655,gru
27,110843,-1612.4313,-770.5926,4549,0,0,1,0,1.5415,1.604,collision,539.9,-0.000655,0.525455,-0.897731,0.89716,2.980416,1.749013,0.007717,5.99219,0.483025,0.42883,-0.521828,1.005744,-3.07713,0.092474,2.358495,0.662142,0.119335,0.042797,0.052697,0.0002,0.0002,0.662142,-1.466369,0.004709,6940,gru
28,115103,-195.5435,-744.8277,4260,0,0,1,0,0.5049,1.586,collision,560.2,-0.003062,0.52845,-0.897387,0.896647,2.987372,1.778057,0.006163,5.991432,0.460709,0.447665,-1.0,1.0,-3.079115,0.0787,2.360979,0.660555,0.111471,0.04011,0.029445,0.0002,0.0002,0.660555,-1.475939,0.004716,7207,gru
29,119515,-1028.1991,-885.6547,4412,0,0,1,0,1.1277,1.609,collision,581.3,-0.00584,0.527861,-0.897514,0.893283,3.029101,1.749658,0.011072,5.99735,0.450024,0.462153,-1.0,1.007105,-3.0771,0.105268,2.359382,0.658971,0.124927,0.041555,0.045048,0.0002,0.0002,0.658971,-1.483819,0.004709,7483,gru
30,123780,-484.9789,-664.7274,4265,0,0,1,0,0.6874,1.586,collision,603.3,0.007197,0.529741,-0.89676,0.898238,2.948409,1.756609,0.030642,5.989269,0.479556,0.424948,-0.598278,1.0,-3.070892,0.087977,2.360069,0.657391,0.116402,0.037286,0.050739,0.0002,0.0002,0.657391,-1.49265,0.004708,7750,gru
31,127351,404.5346,-434.4124,3571,1,1,0,0,0.297,1.6,goal,622.5,-0.008726,0.528039,-0.895217,0.895677,3.040311,1.776196,0.007942,5.982138,0.500765,0.438245,-0.316761,1.0,-3.067431,0.076617,2.358863,0.655816,0.108035,0.038409,0.056363,0.0002,0.0002,0.655816,-1.500688,0.004708,7974,gru
32,131727,-939.1746,-552.0153,4376,0,0,1,0,1.0683,1.607,collision,645.0,-0.009082,0.523437,-0.895501,0.895605,3.036344,1.762251,0.006833,5.988438,0.455242,0.455591,-1.0,1.00413,-3.065563,0.084586,2.360365,0.654243,0.113155,0.051133,0.056698,0.0002,0.0002,0.654243,-1.509865,0.004705,8248,gru
33,135343,394.5611,-289.047,3616,1,1,0,0,0.2997,1.605,goal,664.9,0.000387,0.531041,-0.899033,0.898078,3.036418,1.763185,0.016856,5.991995,0.501209,0.438134,-0.297602,1.0,-3.064008,0.123024,2.359289,0.652675,0.133957,0.043174,0.042747,0.0002,0.0002,0.652675,-1.517952,0.004702,8474,gru
34,139752,-927.9755,-360.9618,4409,0,0,1,0,1.0384,1.588,collision,687.7,-0.001677,0.528639,-0.89709,0.894897,2.982052,1.768037,0.018704,5.983178,0.486954,0.42088,-0.602968,1.0,-3.05965,0.058757,2.361077,0.651111,0.10188,0.04515,0.039651,0.0002,0.0002,0.651111,-1.52726,0.004695,8750,gru
35,143371,374.7491,-358.5322,3619,1,1,0,0,0.2975,1.587,goal,707.3,-0.005197,0.532314,-0.896236,0.896571,3.006025,1.764336,0.021515,5.989904,0.503124,0.436378,-0.267304,1.0,-3.056691,0.070171,2.361068,0.64955,0.105671,0.04924,0.055271,0.0002,0.0002,0.64955,-1.535804,0.004692,8977,gru
36,147065,-1876.4856,-589.0944,3694,0,0,1,0,2.498,1.597,collision,726.9,0.006196,0.535798,-0.896578,0.895579,3.046128,1.756464,0.005791,5.987811,0.440326,0.463965,-1.0,1.0,-3.050468,0.098332,2.361118,0.647993,0.118735,0.044602,0.043461,0.0002,0.0002,0.647993,-1.544373,0.004685,9208,gru
37,151362,-315.8412,-459.4354,4297,0,0,1,0,0.5616,1.609,collision,748.8,0.010131,0.527404,-0.898107,0.896999,3.072642,1.767423,0.004337,5.992405,0.484122,0.422407,-0.486065,1.009596,-3.046008,0.114047,2.361351,0.646439,0.132023,0.043973,0.04489,0.0002,0.0002,0.646439,-1.55302,0.004672,9477,gru
38,155212,373.1671,-402.5643,3850,1,1,0,0,0.2948,1.593,goal,768.8,0.003809,0.528929,-0.897869,0.895043,2.967479,1.763448,0.005803,5.988515,0.503571,0.429445,-0.209083,1.004441,-3.046723,0.079993,2.360608,0.64489,0.112588,0.042165,0.036909,0.0002,0.0002,0.64489,-1.561243,0.00466,9718,gru
39,159085,371.5303,-262.5914,3873,1,1,0,0,0.2987,1.601,goal,789.6,-0.00881,0.532039,-0.895887,0.898906,3.034132,1.776697,0.006989,5.9932,0.508123,0.425208,-0.445036,1.009152,-3.033465,0.09823,2.360177,0.643344,0.118888,0.045541,0.037231,0.0002,0.0002,0.643344,-1.569598,0.004651,9961,gru
40,163307,-75.5676,-221.6502,4222,0,0,1,0,0.3727,1.605,collision,811.6,-0.009124,0.529325,-0.898396,0.8982,3.036156,1.753636,0.02176,5.984949,0.46659,0.440008,-1.0,1.0,-3.034406,0.113958,2.360498,0.641802,0.126959,0.047859,0.050616,0.0002,0.0002,0.641802,-1.578284,0.004636,10225,gru
41,166432,-1708.0505,-432.9087,3125,0,0,1,0,2.8385,1.606,collision,829.3,-0.001166,0.530251,-0.898085,0.898246,3.040105,1.755649,0.009529,5.984186,0.450561,0.45148,-0.731266,1.0,-3.041598,0.096661,2.361565,0.640263,0.120446,0.039154,0.057608,0.0002,0.0002,0.640263,-1.587307,0.004611,10421,gru
42,171216,-2442.4181,-583.2331,4784,0,0,1,0,2.1506,1.575,collision,856.6,-0.011201,0.53402,-0.895271,0.898411,2.957266,1.764556,0.003239,5.988327,0.465568,0.427309,-0.68845,1.0,-3.026771,0.095644,2.361423,0.638728,0.117962,0.03795,0.051846,0.0002,0.0002,0.638728,-1.59579,0.004594,10720,gru
43,175473,-276.9433,-650.3835,4257,0,0,1,0,0.5091,1.608,collision,873.5,-0.006715,0.525283,-0.897572,0.894577,3.027056,1.764197,0.009661,5.976884,0.485081,0.420659,-0.435973,1.0,-3.031815,0.050372,2.359598,0.637197,0.09582,0.037591,0.061996,0.0002,0.0002,0.637197,-1.603514,0.004583,10987,gru
44,179091,386.928,-518.8932,3618,1,1,0,0,0.2945,1.595,goal,887.0,-0.016284,0.52945,-0.892816,0.893963,2.994289,1.758875,0.014171,5.984079,0.506083,0.431329,-0.617634,1.0,-3.027636,0.085807,2.359748,0.63567,0.113049,0.034319,0.056054,0.0002,0.0002,0.63567,-1.612125,0.00458,11214,gru
45,183466,-424.6988,-598.838,4375,0,0,1,0,0.6581,1.592,collision,902.7,0.018446,0.53184,-0.895784,0.898659,3.021164,1.754777,0.017094,5.992957,0.472475,0.43446,-0.710544,1.003366,-3.021385,0.106392,2.361265,0.634146,0.122762,0.043874,0.047917,0.0002,0.0002,0.634146,-1.62136,0.004575,11488,gru
46,187244,311.1938,-380.07,3778,1,1,0,0,0.2995,1.605,goal,916.8,0.023455,0.525872,-0.895806,0.894486,3.003372,1.729927,0.023118,5.975346,0.48503,0.456188,-0.533543,1.0,-3.026534,0.086694,2.359803,0.632626,0.113547,0.040198,0.046806,0.0002,0.0002,0.632626,-1.629237,0.004574,11725,gru
47,191347,-2183.309,-566.8168,4103,0,0,1,0,2.2446,1.613,collision,931.7,0.007439,0.522653,-0.893159,0.896088,3.030999,1.767242,0.007382,5.99562,0.46327,0.442647,-0.587042,1.0,-3.007907,0.082449,2.360445,0.631109,0.10849,0.040278,0.056164,0.0002,0.0002,0.631109,-1.638078,0.004554,11982,gru
48,194992,389.549,-565.1786,3645,1,1,0,0,0.2985,1.6,goal,945.0,0.003473,0.525466,-0.897293,0.892383,3.029717,1.772563,0.014164,5.989564,0.49516,0.445468,-0.429461,1.0,-3.005607,0.07733,2.360174,0.629596,0.109217,0.044319,0.043993,0.0002,0.0002,0.629596,-1.646497,0.004536,12210,gru
49,199355,-660.156,-668.3472,4363,0,0,1,0,0.7966,1.594,collision,960.9,0.00232,0.532086,-0.896729,0.898522,3.032823,1.772703,0.017796,5.989412,0.48425,0.422465,-0.481619,1.0,-3.014267,0.069788,2.360021,0.628087,0.103646,0.043995,0.04094,0.0002,0.0002,0.628087,-1.65497,0.004519,12483,gru
50,203747,-880.7269,-748.8632,4392,0,0,1,0,0.9741,1.609,collision,976.6,-0.002299,0.52788,-0.896173,0.893724,3.039279,1.747285,0.007623,5.982627,0.449809,0.459937,-1.0,1.010098,-3.000812,0.072605,2.359823,0.626581,0.103361,0.033489,0.04503,0.0002,0.0002,0.626581,-1.663423,0.004497,12758,gru
51,208234,-1895.3388,-767.592,4487,0,0,1,0,1.6675,1.611,collision,993.0,2.8e-05,0.525617,-0.896288,0.899197,3.066651,1.767639,0.028406,5.977431,0.447146,0.464486,-1.0,1.0,-3.004805,0.070659,2.360236,0.625079,0.104267,0.04273,0.030436,0.0002,0.0002,0.625079,-1.672159,0.004472,13039,gru
52,211546,-1809.3205,-704.2822,3312,0,0,1,0,2.7228,1.618,collision,1006.0,0.004504,0.53248,-0.896754,0.896263,3.042302,1.725941,0.019069,5.982026,0.454188,0.450198,-0.703286,1.0,-2.991455,0.087667,2.359857,0.623581,0.116115,0.035326,0.052228,0.0002,0.0002,0.623581,-1.680527,0.004446,13246,gru
53,216140,-1627.0794,-839.2959,4594,0,0,1,0,1.4801,1.582,collision,1022.0,-0.00251,0.529626,-0.898368,0.892686,2.989823,1.780614,0.004666,5.992763,0.448418,0.46381,-1.0,1.010565,-2.996177,0.110114,2.360642,0.622086,0.123855,0.038515,0.06325,0.0002,0.0002,0.622086,-1.689442,0.004421,13534,gru
54,220333,-49.5771,-882.9464,4193,0,0,1,0,0.3448,1.595,collision,1037.0,-0.006062,0.525997,-0.897932,0.897303,2.999367,1.75731,0.011724,5.990386,0.484626,0.419252,-0.627027,1.0,-2.987769,0.109413,2.360096,0.620595,0.12386,0.040889,0.041829,0.0002,0.0002,0.620595,-1.697728,0.0044,13797,gru
55,224548,-68.4005,-847.3165,4215,0,0,1,0,0.382,1.603,collision,1052.3,-0.004203,0.52243,-0.896525,0.897689,3.03415,1.782472,0.020288,5.987082,0.461551,0.444653,-1.0,1.0,-2.984766,0.093922,2.360845,0.619107,0.11703,0.038131,0.065655,0.0002,0.0002,0.619107,-1.706631,0.004385,14061,gru
56,228816,-376.4367,-916.0796,4268,0,0,1,0,0.6173,1.598,collision,1067.8,-0.010616,0.533836,-0.895963,0.898486,3.012016,1.753105,0.027676,5.99378,0.486503,0.418472,-0.543797,1.0,-2.989669,0.083466,2.360254,0.617623,0.113427,0.037838,0.049136,0.0002,0.0002,0.617623,-1.714892,0.004367,14328,gru
57,232447,330.3344,-664.7153,3631,1,1,0,0,0.2897,1.591,goal,1081.8,0.023635,0.533426,-0.898769,0.896975,3.023254,1.765971,0.013916,5.983313,0.490341,0.450181,-0.513814,1.0,-2.980087,0.079464,2.359362,0.616143,0.109025,0.044236,0.024009,0.0002,0.0002,0.616143,-1.723006,0.004338,14555,gru
58,236288,302.1147,-673.4587,3841,1,1,0,0,0.2956,1.596,goal,1096.1,0.007416,0.529132,-0.896209,0.89325,3.01206,1.760068,0.008922,5.97615,0.486511,0.452867,-0.526573,1.003289,-2.970474,0.116942,2.361187,0.614666,0.124233,0.036264,0.028191,0.0002,0.0002,0.614666,-1.732435,0.004311,14796,gru
59,239999,463.9955,-561.0435,3711,1,1,0,0,0.2999,1.598,goal,1110.2,-0.001318,0.527072,-0.896379,0.897922,3.00554,1.75786,0.019202,5.982698,0.490867,0.444409,-0.910705,1.0,-2.983356,0.080596,2.361576,0.613192,0.109668,0.038215,0.032594,0.0002,0.0002,0.613192,-1.741174,0.004287,15028,gru
60,243284,-1785.7014,-651.541,3285,0,0,1,0,2.7904,1.589,collision,1122.6,0.00445,0.528085,-0.899104,0.897277,2.965938,1.752177,0.005109,5.982809,0.454105,0.451442,-0.748707,1.001547,-2.973056,0.1078,2.360367,0.611722,0.125265,0.038504,0.052687,0.0002,0.0002,0.611722,-1.749127,0.004262,15234,gru
61,247593,-763.3318,-538.3403,4309,0,0,1,0,0.9767,1.607,collision,1138.2,0.001681,0.529114,-0.896707,0.898853,3.059601,1.76974,0.031684,5.987563,0.481512,0.426133,-0.388149,1.0,-2.963727,0.110765,2.36047,0.610256,0.120971,0.033823,0.044128,0.0002,0.0002,0.610256,-1.757722,0.004244,15504,gru
62,252346,-2441.4311,-601.5514,4753,0,0,1,0,1.9565,1.611,collision,1154.5,-0.000688,0.528582,-0.896936,0.896889,3.071739,1.770747,0.010801,5.981364,0.474404,0.432161,-0.663788,1.007994,-2.970167,0.100241,2.358966,0.608793,0.117576,0.036623,0.031112,0.0002,0.0002,0.608793,-1.765521,0.004219,15802,gru
63,256708,-2296.4214,-668.4856,4362,0,0,1,0,2.2103,1.591,collision,1169.7,0.006651,0.530468,-0.89754,0.898548,3.032904,1.758281,0.014084,5.990745,0.464952,0.441192,-0.607332,1.000913,-2.954475,0.092237,2.361331,0.607334,0.114655,0.036261,0.038201,0.0002,0.0002,0.607334,-1.775242,0.004198,16075,gru
64,260956,-100.6684,-673.5947,4248,0,0,1,0,0.3617,1.582,collision,1184.3,-0.002968,0.528625,-0.896881,0.89913,2.965963,1.766678,0.015809,5.991823,0.459476,0.446059,-1.0,1.0,-2.962334,0.140169,2.361073,0.605878,0.137386,0.036824,0.043611,0.0002,0.0002,0.605878,-1.783659,0.004189,16341,gru
65,265370,-1798.1126,-846.5659,4414,0,0,1,0,1.6149,1.629,collision,1199.6,0.010089,0.528079,-0.896674,0.896855,3.077932,1.735977,0.018565,5.988559,0.4792,0.431366,-0.527157,1.0,-2.953759,0.112785,2.359725,0.604426,0.12186,0.037656,0.046872,0.0002,0.0002,0.604426,-1.791527,0.004172,16617,gru
66,269224,417.0189,-767.2203,3854,1,1,0,0,0.2991,1.59,goal,1213.6,0.004611,0.534222,-0.895356,0.895021,2.991404,1.753766,0.009095,5.989902,0.491172,0.443044,-0.853795,1.004292,-2.95736,0.108768,2.36,0.602977,0.120778,0.035626,0.06173,0.0002,0.0002,0.602977,-1.800208,0.004154,16858,gru
67,273090,351.4866,-765.1051,3866,1,1,0,0,0.298,1.593,goal,1227.9,-0.00937,0.524937,-0.889611,0.89924,2.960494,1.759631,0.012892,5.98521,0.51009,0.424458,-0.469954,1.009665,-2.947934,0.098708,2.358907,0.601532,0.115642,0.035731,0.039982,0.0002,0.0002,0.601532,-1.808196,0.004145,17100,gru
68,276866,375.5284,-757.7637,3776,1,1,0,0,0.2978,1.601,goal,1240.5,-0.000541,0.531898,-0.893659,0.893706,3.033381,1.755581,0.018103,5.985582,0.495668,0.442344,-0.614529,1.008418,-2.953142,0.123478,2.360186,0.60009,0.13094,0.035777,0.063383,0.0002,0.0002,0.60009,-1.817389,0.004137,17336,gru
69,280444,421.0208,-762.0612,3578,1,1,0,0,0.2994,1.592,goal,1252.2,-0.000184,0.53294,-0.896204,0.893927,2.976607,1.746583,0.007334,5.97196,0.500095,0.438807,-0.335992,1.0,-2.943769,0.119083,2.361707,0.598652,0.127818,0.039257,0.055239,0.0002,0.0002,0.598652,-1.826712,0.004113,17560,gru
70,285229,-2604.0054,-843.8916,4785,0,0,1,0,1.9884,1.594,collision,1266.4,-0.003958,0.523145,-0.899489,0.895478,2.953802,1.75096,0.016882,5.987405,0.436222,0.463705,-1.0,1.0,-2.941484,0.127337,2.360726,0.597217,0.128857,0.03309,0.036705,0.0002,0.0002,0.597217,-1.834754,0.004092,17860,gru
71,289244,-2135.1011,-981.0685,4015,0,0,1,0,2.439,1.602,collision,1279.4,0.00088,0.525614,-0.896115,0.891967,3.006866,1.764206,0.016537,5.995321,0.436611,0.46293,-1.0,1.0,-2.941137,0.054667,2.359805,0.595785,0.095252,0.039389,0.024743,0.0002,0.0002,0.595785,-1.842821,0.004079,18111,gru
72,292901,370.2825,-699.8972,3657,1,1,0,0,0.2983,1.59,goal,1291.3,-0.002204,0.531823,-0.899488,0.896758,3.009126,1.78166,0.011006,5.99012,0.507816,0.429122,-0.229179,1.0,-2.944207,0.108019,2.360071,0.594357,0.120966,0.039519,0.036926,0.0002,0.0002,0.594357,-1.851501,0.004062,18340,gru
73,297354,-1225.6158,-592.8166,4453,0,0,1,0,1.2688,1.605,collision,1305.0,0.003653,0.532021,-0.899391,0.897991,3.032616,1.745343,0.005032,5.994336,0.479597,0.429904,-0.42042,1.006608,-2.94283,0.090581,2.36032,0.592933,0.111256,0.036378,0.035489,0.0002,0.0002,0.592933,-1.860175,0.004043,18619,gru
74,300882,413.1325,-541.4365,3528,1,1,0,0,0.2982,1.622,goal,1316.7,-0.010868,0.518571,-0.897022,0.897235,3.09152,1.781806,0.022893,5.987902,0.507503,0.430311,-0.417661,1.0,-2.936898,0.134158,2.361158,0.591512,0.135408,0.031314,0.024495,0.0002,0.0002,0.591512,-1.869158,0.004019,18840,gru
75,304603,369.4052,-324.6847,3721,1,1,0,0,0.2991,1.58,goal,1328.7,0.003535,0.531617,-0.898473,0.899314,3.007222,1.781701,0.009048,5.985335,0.498268,0.442575,-0.248626,1.002562,-2.933577,0.076789,2.359959,0.590094,0.103881,0.035074,0.04321,0.0002,0.0002,0.590094,-1.877073,0.003994,19073,gru
76,307622,-1748.709,-541.2575,3019,0,0,1,0,2.8749,1.589,collision,1339.4,-0.005313,0.525385,-0.896849,0.896369,2.962506,1.755419,0.011808,5.980223,0.439736,0.463016,-1.0,1.0,-2.932106,0.076454,2.358999,0.58868,0.101738,0.033463,0.05101,0.0002,0.0002,0.58868,-1.885108,0.003976,19262,gru
77,311566,-2100.0956,-786.4158,3944,0,0,1,0,2.2844,1.594,collision,1351.9,-0.015087,0.532578,-0.895807,0.894788,3.025584,1.752672,0.008221,5.991408,0.446296,0.461613,-1.0,1.0,-2.91286,0.048164,2.360075,0.587269,0.089661,0.040836,0.084562,0.0002,0.0002,0.587269,-1.89422,0.003957,19509,gru
78,316026,-1142.0901,-938.1776,4460,0,0,1,0,1.1319,1.597,collision,1365.5,-0.011762,0.529689,-0.89602,0.895138,3.024781,1.76998,0.014893,5.997928,0.486683,0.421533,-0.591907,1.0,-2.921784,0.090994,2.359765,0.585861,0.11121,0.03773,0.086883,0.0002,0.0002,0.585861,-1.902597,0.003934,19788,gru
