global_step,episode,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,recurrent_cell
14899,4,0.057939,2.548727,2.159713,0.009999,2.261675,0.022,0.36669,0.000185,,,,,gru
14899,4,0.031943,1.702756,2.172733,0.009999,1.773859,0.040839,0.488986,0.000185,,,,,gru
14899,4,0.068476,1.652168,2.178446,0.009999,1.722667,0.022819,0.428563,0.000185,,,,,gru
14899,4,-0.07645,3.039481,2.193325,0.009999,2.86638,0.063648,0.533986,0.000185,,,,,gru
14899,4,0.13534,1.394613,2.185059,0.009999,1.532292,0.009934,0.362078,0.000185,,,,,gru
14899,4,-0.099967,3.826098,2.185009,0.009999,3.496478,0.047963,0.444368,0.000185,,,,,gru
14899,4,0.045412,2.209354,2.18605,0.009999,2.247642,0.064989,0.360144,0.000185,,,,,gru
14899,4,0.07355,1.301848,2.180044,0.009999,1.452829,0.029871,0.506163,0.000185,,,,,gru
14899,4,0.064597,1.991798,2.177871,0.009999,1.725811,0.019587,0.407407,0.000185,,,,,gru
14899,4,0.100221,1.558596,2.183403,0.009999,1.691264,0.03994,0.351506,0.000185,,,,,gru
14899,4,-0.031444,2.808158,2.191237,0.009999,2.62171,0.094736,0.412371,0.000185,,,,,gru
14899,4,0.002503,1.603797,2.192856,0.009999,1.692585,0.01931,0.530705,0.000185,,,,,gru
14899,4,0.008463,1.73566,2.199052,0.009999,1.81566,0.052305,0.487322,0.000185,,,,,gru
14899,4,0.079618,1.919365,2.158892,0.009999,1.843574,0.083033,0.322989,0.000185,,,,,gru
14899,4,0.128346,1.30289,2.19016,0.009999,1.456433,0.051144,0.415059,0.000185,,,,,gru
14899,4,-0.013175,2.457771,2.20035,0.009999,2.309228,0.098058,0.464413,0.000185,,,,,gru
14899,4,-0.11364,2.799619,2.169019,0.009999,2.600219,0.189018,0.472644,0.000185,,,,,gru
14899,4,0.003849,2.520023,2.187836,0.009999,2.17359,0.015199,0.524009,0.000185,,,,,gru
14899,4,0.065571,1.587776,2.162611,0.009999,1.705002,0.108089,0.374405,0.000185,,,,,gru
14899,4,0.068436,1.208894,2.167745,0.009999,1.375415,0.04574,0.492708,0.000185,,,,,gru
14899,4,-0.001741,2.690673,2.175565,0.009999,2.399925,0.062297,0.444909,0.000185,,,,,gru
14899,4,0.088401,1.103014,2.196625,0.009999,1.29683,0.058809,0.491608,0.000185,,,,,gru
14899,4,0.104136,1.107199,2.176167,0.009999,1.280735,0.069503,0.465808,0.000185,,,,,gru
14899,4,0.080956,0.925964,2.185154,0.009999,1.158721,0.055667,0.527319,0.000185,,,,,gru
14899,4,0.08764,0.996269,2.184288,0.009999,1.194039,0.063147,0.491218,0.000185,,,,,gru
14899,4,0.065462,2.149917,2.16354,0.009999,2.069724,0.185349,0.324548,0.000185,,,,,gru
14899,4,-0.045761,2.717751,2.172999,0.009999,2.619035,0.114112,0.476573,0.000185,,,,,gru
14899,4,-0.014765,1.84899,2.191283,0.009999,1.938607,0.111293,0.505866,0.000185,,,,,gru
14899,4,0.064215,1.198789,2.162747,0.009999,1.349675,0.092459,0.496425,0.000185,,,,,gru
14899,4,0.145331,0.967601,2.152663,0.009999,1.157816,0.145003,0.355942,0.000185,,,,,gru
27428,8,0.078994,2.005798,2.160034,0.009996,1.94775,0.048333,0.886446,0.000245,,,,,gru
27428,8,0.005531,2.8558,2.172987,0.009996,2.568791,0.06996,0.935851,0.000245,,,,,gru
27428,8,-0.020233,2.8239,2.174358,0.009996,2.660366,0.081378,1.022729,0.000245,,,,,gru
27428,8,0.041068,1.789807,2.191622,0.009996,1.791365,0.022684,1.175464,0.000245,,,,,gru
27428,8,0.075289,1.594301,2.182638,0.009996,1.631158,0.029786,1.096739,0.000245,,,,,gru
27428,8,0.047206,2.185998,2.176702,0.009996,1.80611,0.060285,1.201656,0.000245,,,,,gru
27428,8,0.04057,2.296036,2.169787,0.009996,2.214339,0.120725,0.978535,0.000245,,,,,gru
27428,8,0.104096,1.164526,2.157754,0.009996,1.242806,0.176222,1.042438,0.000245,,,,,gru
27428,8,0.003358,1.902725,2.154622,0.009996,1.703819,0.252412,0.68663,0.000245,,,,,gru
27428,8,0.037996,0.979434,2.172676,0.009996,1.046395,0.355583,0.814042,0.000245,,,,,gru
27428,8,0.038868,1.135213,2.194231,0.009996,1.181659,0.505859,0.43576,0.000245,,,,,gru
27428,8,0.054742,1.577742,2.174447,0.009996,1.412579,0.286648,0.03235,0.000245,,,,,gru
27428,8,-0.271744,3.695169,2.165636,0.009996,3.488533,0.520741,0.361014,0.000245,,,,,gru
27428,8,0.102202,0.895505,2.154927,0.009996,1.045853,0.277492,0.931648,0.000245,,,,,gru
27428,8,0.090751,1.025654,2.185639,0.009996,1.246124,0.450078,1.728725,0.000245,,,,,gru
27428,8,0.001505,2.70128,2.153738,0.009996,2.552285,0.608587,1.745628,0.000245,,,,,gru
27428,8,-0.077036,2.092908,2.171644,0.009996,1.888024,0.275383,1.513113,0.000245,,,,,gru
27428,8,0.022678,0.789714,2.198278,0.009996,1.010727,0.110388,1.148869,0.000245,,,,,gru
27428,8,0.086346,0.850533,2.192235,0.009996,1.101745,0.272014,1.594369,0.000245,,,,,gru
27428,8,0.083693,1.616848,2.190456,0.009996,1.645954,0.491877,1.660187,0.000245,,,,,gru
27428,8,0.006225,1.053722,2.204146,0.009996,1.081453,0.393513,0.519176,0.000245,,,,,gru
